participant,quarter,session,variance,problem,nPositions,choicePosition,cost,value1,value2,value3,value4,value5,value6,value7
22,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
22,W2024,1,high,11,7,2,388.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
22,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
22,W2024,1,high,13,7,4,422.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
22,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
22,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
22,W2024,1,high,16,7,2,413.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
22,W2024,1,high,17,7,4,432.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
22,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
22,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
22,W2024,1,high,20,7,4,408.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
342,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
342,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
342,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
342,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
342,W2024,1,high,5,7,4,315.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
342,W2024,1,high,6,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
342,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
342,W2024,1,high,8,7,7,386.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
342,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
342,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
342,W2024,1,high,11,7,7,328.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
342,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
342,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
342,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
342,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
342,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
342,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
342,W2024,1,high,18,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
342,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
342,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
562,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
562,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
562,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
562,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
562,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
562,W2024,1,high,6,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
562,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
562,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
562,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
562,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
562,W2024,1,high,11,7,6,577.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
562,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
562,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
562,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
562,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
562,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
562,W2024,1,high,17,7,7,685.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
562,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
562,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
562,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
441,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
441,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
441,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
441,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
441,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
441,W2024,1,high,6,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
441,W2024,1,high,7,7,1,456.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
441,W2024,1,high,8,7,3,448.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
441,W2024,1,high,9,7,2,515.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
441,W2024,1,high,10,7,1,433.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
441,W2024,1,high,11,7,2,388.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
441,W2024,1,high,12,7,1,477.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
441,W2024,1,high,13,7,4,422.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
441,W2024,1,high,14,7,2,419.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
441,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
441,W2024,1,high,16,7,2,413.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
441,W2024,1,high,17,7,2,448.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
441,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
441,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
441,W2024,1,high,20,7,3,427.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
352,W2024,1,high,1,7,4,120.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
352,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
352,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
352,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
352,W2024,1,high,5,7,4,315.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
352,W2024,1,high,6,7,7,697.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
352,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
352,W2024,1,high,8,7,7,386.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
352,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
352,W2024,1,high,10,7,7,842.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
352,W2024,1,high,11,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
352,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
352,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
352,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
352,W2024,1,high,15,7,7,535.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
352,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
352,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
352,W2024,1,high,18,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
352,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
352,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
384,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
384,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
384,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
384,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
384,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
384,W2024,1,high,6,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
384,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
384,W2024,1,high,8,7,3,448.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
384,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
384,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
384,W2024,1,high,11,7,2,388.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
384,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
384,W2024,1,high,13,7,4,422.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
384,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
384,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
384,W2024,1,high,16,7,5,457.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
384,W2024,1,high,17,7,2,448.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
384,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
384,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
384,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
357,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
357,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
357,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
357,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
357,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
357,W2024,1,high,6,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
357,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
357,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
357,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
357,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
357,W2024,1,high,11,7,2,388.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
357,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
357,W2024,1,high,13,7,4,422.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
357,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
357,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
357,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
357,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
357,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
357,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
357,W2024,1,high,20,7,4,408.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
504,W2024,1,high,1,7,4,120.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
504,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
504,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
504,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
504,W2024,1,high,5,7,4,315.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
504,W2024,1,high,6,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
504,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
504,W2024,1,high,8,7,7,386.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
504,W2024,1,high,9,7,7,173.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
504,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
504,W2024,1,high,11,7,7,328.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
504,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
504,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
504,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
504,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
504,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
504,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
504,W2024,1,high,18,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
504,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
504,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
390,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
390,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
390,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
390,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
390,W2024,1,high,5,7,4,315.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
390,W2024,1,high,6,7,7,697.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
390,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
390,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
390,W2024,1,high,9,7,7,173.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
390,W2024,1,high,10,7,7,842.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
390,W2024,1,high,11,7,7,328.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
390,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
390,W2024,1,high,13,7,7,520.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
390,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
390,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
390,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
390,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
390,W2024,1,high,18,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
390,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
390,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
134,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
134,W2024,1,high,2,7,6,728.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
134,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
134,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
134,W2024,1,high,5,7,6,282.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
134,W2024,1,high,6,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
134,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
134,W2024,1,high,8,7,7,386.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
134,W2024,1,high,9,7,2,515.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
134,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
134,W2024,1,high,11,7,7,328.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
134,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
134,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
134,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
134,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
134,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
134,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
134,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
134,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
134,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
277,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
277,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
277,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
277,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
277,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
277,W2024,1,high,6,7,6,329.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
277,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
277,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
277,W2024,1,high,9,7,7,173.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
277,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
277,W2024,1,high,11,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
277,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
277,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
277,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
277,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
277,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
277,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
277,W2024,1,high,18,7,4,166.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
277,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
277,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
99,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
99,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
99,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
99,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
99,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
99,W2024,1,high,6,7,1,541.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
99,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
99,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
99,W2024,1,high,9,7,7,173.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
99,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
99,W2024,1,high,11,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
99,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
99,W2024,1,high,13,7,4,422.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
99,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
99,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
99,W2024,1,high,16,7,5,457.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
99,W2024,1,high,17,7,2,448.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
99,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
99,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
99,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
174,W2024,1,high,1,7,4,120.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
174,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
174,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
174,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
174,W2024,1,high,5,7,4,315.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
174,W2024,1,high,6,7,7,697.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
174,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
174,W2024,1,high,8,7,7,386.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
174,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
174,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
174,W2024,1,high,11,7,7,328.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
174,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
174,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
174,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
174,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
174,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
174,W2024,1,high,17,7,4,432.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
174,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
174,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
174,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
310,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
310,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
310,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
310,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
310,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
310,W2024,1,high,6,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
310,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
310,W2024,1,high,8,7,4,468.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
310,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
310,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
310,W2024,1,high,11,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
310,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
310,W2024,1,high,13,7,7,520.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
310,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
310,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
310,W2024,1,high,16,7,7,372.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
310,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
310,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
310,W2024,1,high,19,7,4,294.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
310,W2024,1,high,20,7,6,283.0,766.0,557.0,427.0,408.0,551.0,283.0,381.0
138,W2024,1,high,1,7,1,298.0,298.0,538.0,589.0,120.0,487.0,360.0,196.0
138,W2024,1,high,2,7,7,185.0,471.0,674.0,586.0,652.0,673.0,728.0,185.0
138,W2024,1,high,3,7,3,184.0,746.0,677.0,184.0,821.0,735.0,299.0,543.0
138,W2024,1,high,4,7,1,90.0,90.0,490.0,619.0,999.0,574.0,858.0,433.0
138,W2024,1,high,5,7,3,381.0,645.0,719.0,381.0,315.0,737.0,282.0,509.0
138,W2024,1,high,6,7,3,382.0,541.0,637.0,382.0,506.0,427.0,329.0,697.0
138,W2024,1,high,7,7,2,138.0,456.0,138.0,551.0,419.0,324.0,695.0,801.0
138,W2024,1,high,8,7,6,439.0,677.0,726.0,448.0,468.0,810.0,439.0,386.0
138,W2024,1,high,9,7,3,330.0,636.0,515.0,330.0,497.0,559.0,669.0,173.0
138,W2024,1,high,10,7,2,295.0,433.0,295.0,657.0,454.0,686.0,810.0,842.0
138,W2024,1,high,11,7,3,321.0,536.0,388.0,321.0,491.0,926.0,577.0,328.0
138,W2024,1,high,12,7,2,266.0,477.0,266.0,682.0,469.0,445.0,1.0,237.0
138,W2024,1,high,13,7,5,310.0,518.0,702.0,674.0,422.0,310.0,424.0,520.0
138,W2024,1,high,14,7,5,186.0,518.0,419.0,999.0,631.0,186.0,346.0,283.0
138,W2024,1,high,15,7,1,231.0,231.0,464.0,833.0,416.0,496.0,560.0,535.0
138,W2024,1,high,16,7,5,457.0,689.0,413.0,546.0,498.0,457.0,543.0,372.0
138,W2024,1,high,17,7,5,340.0,575.0,448.0,613.0,432.0,340.0,749.0,685.0
138,W2024,1,high,18,7,3,353.0,489.0,691.0,353.0,166.0,528.0,706.0,138.0
138,W2024,1,high,19,7,1,372.0,372.0,968.0,841.0,294.0,393.0,694.0,148.0
