participant,environment,problem,problemOrder,choicePosition,value,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15
4,female,31,46,5,97,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
4,female,32,36,4,99,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
4,female,33,2,3,79,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
4,female,34,37,1,58,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
4,female,35,8,4,86,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
4,female,36,23,3,98,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
4,female,37,16,5,99,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
4,female,38,32,3,83,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
4,female,39,43,3,99,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
4,female,40,6,1,84,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
4,female,41,49,2,76,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
4,female,42,14,2,81,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
4,female,43,33,4,76,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
4,female,44,3,3,80,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
4,female,45,19,3,90,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
4,female,46,21,2,80,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
4,female,47,24,5,92,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
4,female,48,39,3,99,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
4,female,49,22,1,62,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
4,female,50,47,2,80,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
4,male,1,23,5,69,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
4,male,2,34,6,63,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
4,male,3,32,5,91,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
4,male,4,50,5,92,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
4,male,5,36,5,87,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
4,male,6,21,3,75,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
4,male,7,47,1,52,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
4,male,8,18,5,71,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
4,male,9,6,5,76,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
4,male,10,25,3,72,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
4,male,11,33,3,74,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
4,male,12,39,4,80,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
4,male,13,42,4,78,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
4,male,14,26,6,79,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
4,male,15,11,7,97,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
4,male,16,35,5,77,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
4,male,17,22,15,12,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
4,male,18,5,4,76,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
4,male,19,38,4,80,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
4,male,20,27,5,74,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
4,male,21,45,2,52,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
4,male,22,4,1,60,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
4,male,23,14,2,56,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
4,male,24,30,5,73,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
4,male,25,2,5,83,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
4,male,26,7,6,80,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
4,male,27,29,4,68,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
4,male,28,24,5,96,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
4,male,29,31,6,69,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
4,male,30,28,5,66,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
4,male,31,13,7,93,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
4,male,32,17,4,71,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
4,male,33,20,2,55,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
4,male,34,49,4,84,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
4,male,35,48,4,84,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
4,male,36,46,4,81,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
4,male,37,3,5,72,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
4,male,38,43,5,76,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
4,male,39,12,4,74,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
4,male,40,16,4,77,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
4,male,41,44,11,67,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
4,male,42,40,1,48,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
4,male,43,19,5,71,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
4,male,44,15,4,74,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
4,male,45,8,3,60,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
4,male,46,37,5,86,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
4,male,47,9,1,44,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
4,male,48,10,6,62,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
4,male,49,1,3,75,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
4,male,50,41,4,63,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
5,female,1,41,1,59,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
5,female,2,8,1,73,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
5,female,3,25,1,57,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
5,female,4,45,2,71,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
5,female,5,21,2,74,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
5,female,6,37,1,61,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
5,female,7,15,2,75,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
5,female,8,26,1,62,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
5,female,9,48,2,70,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
5,female,10,11,2,68,51,68,76,67,71,83,78,55,90,1,49,38,2,37,9
5,female,11,24,1,63,63,73,55,67,79,46,66,8,57,12,41,1,49,9,16
5,female,12,43,3,99,51,65,99,69,74,73,68,11,15,30,19,31,26,40,36
5,female,13,1,2,69,49,69,94,80,48,47,11,55,45,1,6,15,2,3,33
5,female,14,22,1,59,59,78,85,80,67,48,14,23,46,38,5,1,10,36,40
5,female,15,10,10,34,46,58,59,66,61,40,44,33,28,34,22,1,10,12,30
5,female,16,4,3,91,40,63,91,60,94,90,38,1,51,47,19,14,28,16,24
5,female,17,38,1,58,58,66,89,62,77,97,84,19,9,1,18,13,8,22,36
5,female,18,28,1,64,64,58,88,92,75,70,25,32,11,45,27,36,1,19,8
5,female,19,40,1,72,72,63,70,98,65,69,40,50,45,31,22,57,1,21,44
5,female,20,34,1,61,61,78,87,96,72,90,94,5,2,1,31,52,14,12,21
5,female,21,18,2,71,55,71,72,65,58,77,64,21,43,49,1,57,2,39,11
5,female,22,14,1,78,78,69,90,92,85,51,35,48,20,82,50,8,1,31,3
5,female,23,17,2,80,57,80,61,65,90,56,64,81,33,29,1,36,31,26,58
5,female,24,49,1,72,72,76,73,88,61,49,80,25,64,94,1,31,17,24,23
5,female,25,32,2,75,43,75,59,92,69,72,27,17,81,4,44,70,18,8,34
5,female,26,31,1,59,59,76,75,80,63,70,64,29,31,22,45,14,2,1,10
5,female,27,9,2,94,50,94,97,81,61,70,39,91,43,12,58,24,1,6,48
5,female,28,12,1,69,69,64,93,67,60,37,17,27,83,10,18,1,32,7,41
5,female,29,44,1,82,82,64,84,73,69,21,8,63,67,1,32,11,20,13,24
5,female,30,16,1,59,59,80,71,99,73,85,41,16,84,1,34,12,18,6,17
5,female,31,33,1,65,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
5,female,32,27,2,70,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
5,female,33,30,1,65,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
5,female,34,2,5,67,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
5,female,35,35,4,86,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
5,female,36,13,1,74,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
5,female,37,42,2,79,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
5,female,38,23,2,73,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
5,female,39,39,2,73,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
5,female,40,7,1,84,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
5,female,41,50,2,76,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
5,female,42,5,2,81,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
5,female,43,19,4,76,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
5,female,44,29,2,73,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
5,female,45,46,3,90,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
5,female,46,6,1,72,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
5,female,47,47,5,92,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
5,female,48,36,2,69,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
5,female,49,20,1,62,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
5,female,50,3,1,70,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
5,male,1,43,1,37,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
5,male,2,41,1,36,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
5,male,3,39,1,33,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
5,male,4,30,1,42,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
5,male,5,34,1,39,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
5,male,6,31,3,75,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
5,male,7,17,1,52,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
5,male,8,6,1,30,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
5,male,9,46,4,56,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
5,male,10,20,2,43,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
5,male,11,38,2,33,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
5,male,12,13,1,32,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
5,male,13,2,1,41,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
5,male,14,35,2,45,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
5,male,15,4,2,35,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
5,male,16,29,2,42,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
5,male,17,49,12,37,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
5,male,18,15,4,76,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
5,male,19,44,1,47,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
5,male,20,23,1,33,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
5,male,21,21,2,52,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
5,male,22,18,1,60,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
5,male,23,16,2,56,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
5,male,24,48,2,47,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
5,male,25,10,3,47,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
5,male,26,37,1,31,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
5,male,27,12,4,68,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
5,male,28,3,2,41,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
5,male,29,9,3,41,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
5,male,30,32,2,42,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
5,male,31,47,1,45,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
5,male,32,40,4,71,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
5,male,33,50,1,29,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
5,male,34,27,1,34,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
5,male,35,24,1,33,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
5,male,36,19,2,34,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
5,male,37,25,1,44,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
5,male,38,28,2,38,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
5,male,39,14,1,30,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
5,male,40,36,1,28,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
5,male,41,5,1,34,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
5,male,42,33,1,48,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
5,male,43,42,7,85,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
5,male,44,11,1,38,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
5,male,45,1,1,36,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
5,male,46,45,2,40,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
5,male,47,8,1,44,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
5,male,48,7,1,42,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
5,male,49,22,1,26,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
5,male,50,26,2,44,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
6,female,1,12,2,65,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
6,female,2,31,1,73,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
6,female,3,8,2,76,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
6,female,4,47,2,71,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
6,female,5,5,2,74,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
6,female,6,29,2,83,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
6,female,7,14,2,75,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
6,female,8,46,3,99,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
6,female,9,49,2,70,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
6,female,10,45,2,68,51,68,76,67,71,83,78,55,90,1,49,38,2,37,9
6,female,11,36,2,73,63,73,55,67,79,46,66,8,57,12,41,1,49,9,16
6,female,12,13,2,65,51,65,99,69,74,73,68,11,15,30,19,31,26,40,36
6,female,13,33,2,69,49,69,94,80,48,47,11,55,45,1,6,15,2,3,33
6,female,14,37,2,78,59,78,85,80,67,48,14,23,46,38,5,1,10,36,40
6,female,15,17,4,66,46,58,59,66,61,40,44,33,28,34,22,1,10,12,30
6,female,16,11,3,91,40,63,91,60,94,90,38,1,51,47,19,14,28,16,24
6,female,17,39,2,66,58,66,89,62,77,97,84,19,9,1,18,13,8,22,36
6,female,18,42,3,88,64,58,88,92,75,70,25,32,11,45,27,36,1,19,8
6,female,19,18,1,72,72,63,70,98,65,69,40,50,45,31,22,57,1,21,44
6,female,20,35,2,78,61,78,87,96,72,90,94,5,2,1,31,52,14,12,21
6,female,21,2,2,71,55,71,72,65,58,77,64,21,43,49,1,57,2,39,11
6,female,22,32,1,78,78,69,90,92,85,51,35,48,20,82,50,8,1,31,3
6,female,23,19,2,80,57,80,61,65,90,56,64,81,33,29,1,36,31,26,58
6,female,24,22,1,72,72,76,73,88,61,49,80,25,64,94,1,31,17,24,23
6,female,25,3,2,75,43,75,59,92,69,72,27,17,81,4,44,70,18,8,34
6,female,26,20,2,76,59,76,75,80,63,70,64,29,31,22,45,14,2,1,10
6,female,27,27,2,94,50,94,97,81,61,70,39,91,43,12,58,24,1,6,48
6,female,28,30,1,69,69,64,93,67,60,37,17,27,83,10,18,1,32,7,41
6,female,29,41,1,82,82,64,84,73,69,21,8,63,67,1,32,11,20,13,24
6,female,30,34,2,80,59,80,71,99,73,85,41,16,84,1,34,12,18,6,17
6,female,31,9,1,65,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
6,female,32,50,2,70,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
6,female,33,43,1,65,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
6,female,34,48,2,71,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
6,female,35,28,4,86,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
6,female,36,10,1,74,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
6,female,37,16,2,79,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
6,female,38,44,2,73,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
6,female,39,6,2,73,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
6,female,40,7,1,84,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
6,female,41,1,2,76,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
6,female,42,23,2,81,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
6,female,43,25,2,69,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
6,female,44,24,2,73,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
6,female,45,4,2,68,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
6,female,46,26,1,72,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
6,female,47,40,2,65,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
6,female,48,38,2,69,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
6,female,49,21,2,67,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
6,female,50,15,1,70,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
6,male,1,30,2,54,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
6,male,2,32,3,66,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
6,male,3,28,4,60,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
6,male,4,34,4,53,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
6,male,5,25,3,57,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
6,male,6,37,3,75,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
6,male,7,46,4,79,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
6,male,8,1,5,71,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
6,male,9,9,4,56,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
6,male,10,4,3,72,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
6,male,11,10,3,74,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
6,male,12,47,3,54,32,21,54,80,92,86,47,77,99,41,48,12,6,10,64
6,male,13,43,4,78,41,39,25,78,53,99,63,52,73,12,32,68,8,16,1
6,male,14,21,4,52,9,45,31,52,62,79,73,61,1,50,69,29,7,15,40
6,male,15,38,3,64,20,35,64,69,26,41,97,38,47,78,40,33,9,29,5
6,male,16,26,4,67,25,42,26,67,77,62,57,92,1,32,13,31,18,16,15
6,male,17,8,4,52,20,32,38,52,62,53,59,35,29,1,21,37,4,14,12
6,male,18,23,4,76,27,30,39,76,99,97,53,54,40,28,32,1,44,15,20
6,male,19,41,4,80,47,28,41,80,99,45,69,16,32,72,13,55,1,11,15
6,male,20,24,4,62,33,39,28,62,74,35,92,1,6,22,46,16,44,38,7
6,male,21,36,2,52,27,52,47,61,68,71,41,63,20,40,32,25,60,6,4
6,male,22,44,1,60,60,40,58,54,53,47,87,55,26,19,4,1,46,30,24
6,male,23,49,2,56,16,56,28,38,57,52,47,99,10,72,20,43,37,13,18
6,male,24,12,4,63,23,47,46,63,73,79,55,99,74,18,24,26,20,1,29
6,male,25,40,4,58,27,18,47,58,83,99,67,63,33,17,68,1,25,5,16
6,male,26,22,6,80,31,33,34,48,52,80,55,43,54,1,30,35,24,12,14
6,male,27,2,4,68,17,21,27,68,64,19,51,85,33,83,9,49,1,8,13
6,male,28,39,4,53,19,41,31,53,96,80,69,55,40,48,47,58,45,9,15
6,male,29,6,4,60,21,12,41,60,56,69,71,25,14,40,61,62,24,2,13
6,male,30,20,3,56,28,42,56,55,66,35,74,57,59,1,47,71,19,24,11
6,male,31,42,3,59,45,30,59,49,47,51,93,58,32,99,37,39,27,3,18
6,male,32,13,4,71,25,26,42,71,46,99,95,90,75,45,4,6,1,37,47
6,male,33,5,2,55,29,55,63,59,57,84,81,38,17,3,21,11,15,22,35
6,male,34,15,4,84,34,42,47,84,99,35,73,37,32,24,31,13,30,1,14
6,male,35,19,3,53,33,34,53,84,73,75,57,14,1,56,7,35,6,12,43
6,male,36,31,4,81,22,34,42,81,56,87,54,14,51,26,31,4,2,33,7
6,male,37,11,3,61,44,29,61,55,72,95,71,27,59,56,18,32,19,1,21
6,male,38,35,3,66,21,38,66,63,76,87,72,37,86,80,28,42,30,12,1
6,male,39,27,4,74,30,43,15,74,54,75,97,87,47,44,7,36,19,3,1
6,male,40,33,2,53,28,53,57,77,69,76,34,70,30,1,18,79,29,9,31
6,male,41,45,4,63,34,40,45,63,39,65,44,2,6,5,67,64,25,1,33
6,male,42,48,3,65,48,41,65,81,99,37,72,49,43,26,45,1,6,33,25
6,male,43,7,3,54,16,28,54,59,71,36,85,82,1,84,12,43,45,26,32
6,male,44,14,3,59,38,37,59,74,99,77,86,94,84,46,39,50,26,65,1
6,male,45,17,3,60,36,18,60,43,68,69,31,6,79,1,23,54,44,17,16
6,male,46,3,5,86,23,40,54,50,86,64,25,35,99,34,32,15,6,13,26
6,male,47,16,3,74,44,26,74,93,70,61,54,78,71,43,4,11,19,21,2
6,male,48,18,5,59,42,31,47,49,59,62,66,79,77,99,18,21,45,52,22
6,male,49,50,3,75,26,24,75,83,68,36,27,44,1,20,38,13,64,39,40
6,male,50,29,6,71,19,44,51,63,56,71,93,79,43,24,74,25,1,9,10
7,female,1,38,1,59,59,65,76,96,97,51,33,49,50,17,73,13,6,1,21
7,female,2,13,1,73,73,80,74,70,96,52,3,28,13,1,68,69,21,8,29
7,female,3,25,1,57,57,76,62,60,75,51,20,35,1,74,8,2,14,36,19
7,female,4,37,1,56,56,71,83,70,52,31,67,36,38,1,34,46,3,28,30
7,female,5,3,1,56,56,74,68,78,87,59,13,45,32,55,19,35,1,3,28
7,female,6,18,1,61,61,83,71,99,97,57,37,33,22,13,31,11,48,6,4
7,female,7,20,1,53,53,75,61,83,87,79,86,3,94,65,13,11,1,4,5
7,female,8,28,2,51,62,51,99,64,86,66,31,1,6,12,44,5,57,13,8
7,female,9,14,1,55,55,70,99,72,46,53,35,54,71,57,61,1,44,9,45
7,female,10,1,1,51,51,68,76,67,71,83,78,55,90,1,49,38,2,37,9
7,female,11,10,1,63,63,73,55,67,79,46,66,8,57,12,41,1,49,9,16
7,female,12,50,1,51,51,65,99,69,74,73,68,11,15,30,19,31,26,40,36
7,female,13,48,1,49,49,69,94,80,48,47,11,55,45,1,6,15,2,3,33
7,female,14,16,1,59,59,78,85,80,67,48,14,23,46,38,5,1,10,36,40
7,female,15,41,15,30,46,58,59,66,61,40,44,33,28,34,22,1,10,12,30
7,female,16,45,2,63,40,63,91,60,94,90,38,1,51,47,19,14,28,16,24
7,female,17,49,1,58,58,66,89,62,77,97,84,19,9,1,18,13,8,22,36
7,female,18,19,1,64,64,58,88,92,75,70,25,32,11,45,27,36,1,19,8
7,female,19,26,1,72,72,63,70,98,65,69,40,50,45,31,22,57,1,21,44
7,female,20,40,1,61,61,78,87,96,72,90,94,5,2,1,31,52,14,12,21
7,female,21,34,2,71,55,71,72,65,58,77,64,21,43,49,1,57,2,39,11
7,female,22,24,1,78,78,69,90,92,85,51,35,48,20,82,50,8,1,31,3
7,female,23,36,1,57,57,80,61,65,90,56,64,81,33,29,1,36,31,26,58
7,female,24,12,1,72,72,76,73,88,61,49,80,25,64,94,1,31,17,24,23
7,female,25,31,1,43,43,75,59,92,69,72,27,17,81,4,44,70,18,8,34
7,female,26,27,1,59,59,76,75,80,63,70,64,29,31,22,45,14,2,1,10
7,female,27,21,2,94,50,94,97,81,61,70,39,91,43,12,58,24,1,6,48
7,female,28,32,1,69,69,64,93,67,60,37,17,27,83,10,18,1,32,7,41
7,female,29,17,1,82,82,64,84,73,69,21,8,63,67,1,32,11,20,13,24
7,female,30,30,1,59,59,80,71,99,73,85,41,16,84,1,34,12,18,6,17
7,female,31,35,1,65,65,61,63,53,97,50,32,62,80,58,76,41,42,1,6
7,female,32,5,2,70,55,70,54,99,76,69,93,20,16,15,8,32,23,6,7
7,female,33,44,1,65,65,60,79,75,98,67,42,61,6,33,4,1,24,14,16
7,female,34,47,1,58,58,71,53,62,67,52,36,65,1,18,26,37,21,28,8
7,female,35,7,1,55,55,65,56,86,66,85,31,68,1,33,18,24,11,39,8
7,female,36,42,1,74,74,67,98,66,90,78,31,63,87,64,4,17,27,41,5
7,female,37,46,1,52,52,79,76,66,99,77,72,48,9,20,26,40,1,3,11
7,female,38,29,1,54,54,73,83,67,36,17,21,99,49,46,48,9,15,1,23
7,female,39,43,1,54,54,73,99,79,57,72,93,18,1,29,7,6,14,27,5
7,female,40,2,1,84,84,83,36,89,90,64,80,23,22,1,55,24,21,28,14
7,female,41,8,2,76,48,76,64,88,60,75,70,2,40,13,27,1,24,12,23
7,female,42,6,2,81,48,81,83,79,77,56,58,42,18,1,2,30,22,25,27
7,female,43,39,3,56,48,69,56,76,74,47,70,1,33,85,45,30,35,26,37
7,female,44,9,2,73,49,73,80,22,78,99,20,16,75,26,1,8,28,19,21
7,female,45,22,2,68,49,68,90,45,99,55,82,56,95,39,17,1,10,26,18
7,female,46,4,1,72,72,80,75,81,50,64,99,25,1,6,16,29,26,19,32
7,female,47,11,2,65,35,65,70,67,92,84,18,22,49,45,5,33,38,28,1
7,female,48,23,2,69,51,69,99,83,81,61,11,37,74,27,26,56,7,55,16
7,female,49,33,1,62,62,67,99,98,52,54,22,2,26,34,30,1,24,16,18
7,female,50,15,1,70,70,80,79,89,53,71,64,47,51,26,10,33,1,21,22
7,male,1,40,2,54,37,54,40,67,69,89,74,7,22,83,18,3,30,15,14
7,male,2,23,3,66,36,49,66,64,52,63,97,70,9,42,12,33,32,27,20
7,male,3,3,1,33,33,34,49,60,91,99,41,50,25,9,79,37,17,12,73
7,male,4,46,4,53,42,37,47,53,92,57,79,99,52,49,32,14,9,35,16
7,male,5,33,3,57,39,33,57,42,87,37,58,48,82,71,1,2,21,43,12
7,male,6,15,3,75,23,29,75,63,91,31,48,2,44,70,47,14,24,17,67
7,male,7,28,1,52,52,49,43,79,89,76,44,32,56,35,61,4,50,1,19
7,male,8,45,4,52,30,35,44,52,71,66,48,1,39,45,26,6,16,37,41
7,male,9,49,4,56,20,27,37,56,76,92,99,59,36,39,98,57,1,15,25
7,male,10,43,3,72,16,43,72,95,99,65,42,62,35,63,34,39,1,5,53
7,male,11,2,3,74,24,33,74,60,71,40,80,72,99,53,1,52,21,17,9
