participant,problemLength,problem,choicePosition,confidence,presentationOrder,value1,value2,value3,value4,value5
4,10,35,2,6,15,59.21,43.91,29.47,2.21,40.21
4,10,36,9,8,30,15.27,21.13,12.35,60.78,79.66
4,10,37,5,6,7,51.05,40.37,28.69,48.66,78.66
4,10,38,1,8,21,96.21,47.58,67.49,11.64,69.56
4,10,39,6,8,18,17.39,89.04,51.56,64.15,22.18
4,10,40,10,6,5,54.81,27.94,17.51,81.86,26.83
4,20,1,1,7,4,93.43,69.55,76.24,40.54,1.33
4,20,2,1,8,39,97.8,71.89,55.65,63.55,51.07
4,20,3,2,9,28,9.72,99.6,38.46,64.12,88.29
4,20,4,20,1,15,20.72,97.49,43.45,52.29,40.97
4,20,5,1,8,21,97.76,15.01,99.28,27.23,73.15
4,20,6,20,1,35,82.96,31.73,83.36,78.58,6.0
4,20,7,1,8,20,96.11,32.42,86.46,97.04,48.62
4,20,8,4,8,29,27.12,52.37,54.95,98.17,57.6
4,20,9,2,7,36,89.67,93.07,84.17,66.51,98.49
4,20,10,20,1,8,58.91,84.11,65.89,39.98,90.96
4,20,11,1,7,1,91.79,26.14,49.55,67.2,69.6
4,20,12,6,7,33,44.17,40.94,64.34,44.25,79.64
4,20,13,7,8,9,21.59,24.9,80.31,22.85,69.47
4,20,14,20,1,10,59.53,50.09,75.56,58.22,0.9
4,20,15,20,1,16,68.55,43.56,18.79,24.64,10.8
4,20,16,20,5,40,20.82,46.86,17.68,24.76,61.38
4,20,17,9,7,37,37.98,32.41,93.61,35.63,27.62
4,20,18,20,1,23,49.9,2.85,90.19,62.37,18.35
4,20,19,5,8,32,40.57,56.42,7.34,80.88,99.02
4,20,20,10,8,30,34.28,42.0,7.38,74.76,44.48
4,20,21,11,9,22,78.92,22.84,51.44,29.98,8.11
4,20,22,11,9,3,17.11,41.51,4.22,71.77,1.91
4,20,23,8,6,5,79.89,70.4,25.35,24.43,23.83
4,20,24,20,1,14,50.37,49.56,30.66,16.09,79.86
4,20,25,8,7,11,73.07,47.78,13.37,88.04,20.16
4,20,26,8,7,24,64.2,21.53,24.27,43.41,21.9
4,20,27,14,8,19,64.88,71.61,48.43,12.84,60.69
4,20,28,5,8,38,12.86,28.53,65.68,32.97,95.83
4,20,29,2,7,12,30.15,92.27,87.04,27.3,83.97
4,20,30,15,8,25,18.24,52.96,46.35,40.77,17.54
4,20,31,2,8,2,42.74,97.58,72.16,45.9,74.95
4,20,32,5,8,18,13.31,8.8,22.28,32.06,97.62
4,20,33,8,7,34,4.16,25.91,89.1,34.11,60.06
4,20,34,17,8,7,42.37,64.56,60.08,49.57,36.07
4,20,35,10,7,17,90.39,90.32,14.05,43.16,76.99
4,20,36,14,6,27,33.11,18.54,15.94,11.25,3.96
4,20,37,19,9,26,52.55,40.33,70.04,6.43,72.41
4,20,38,3,7,31,27.75,65.46,95.24,32.93,81.65
4,20,39,14,9,13,1.91,9.68,87.84,20.77,57.67
4,20,40,15,7,6,72.35,30.84,63.31,80.41,65.47
5,5,1,1,8,11,80.64,26.12,39.64,20.99,5.54
5,5,2,5,1,32,56.79,32.83,9.16,11.21,28.59
5,5,3,1,9,35,97.57,84.66,49.56,84.79,47.7
5,5,4,1,7,34,85.57,0.93,8.29,74.34,45.3
5,5,5,5,1,29,72.53,20.53,37.3,55.41,48.34
5,5,6,1,8,21,93.65,13.72,87.13,18.5,12.63
5,5,7,1,8,19,90.6,57.93,36.22,47.47,72.58
5,5,8,1,7,12,75.33,71.0,73.57,13.4,6.67
5,5,9,2,8,37,1.6,84.14,28.73,10.6,21.34
5,5,10,2,7,25,42.62,88.69,59.69,50.12,19.12
5,5,11,2,8,28,47.82,86.43,79.5,1.09,22.96
5,5,12,5,1,13,40.69,64.4,20.55,35.77,24.26
5,5,13,2,7,18,41.56,81.14,15.1,29.74,40.65
5,5,14,2,6,39,16.7,79.29,44.57,3.28,72.47
5,5,15,2,8,6,26.96,82.33,72.0,53.6,79.91
5,5,16,2,7,31,38.94,87.86,60.85,23.82,18.41
5,5,17,3,9,7,21.58,38.91,99.33,8.09,25.73
5,5,18,3,5,36,10.19,32.5,60.65,24.1,1.96
5,5,19,3,6,9,4.28,59.75,63.31,10.15,46.28
5,5,20,1,6,1,81.06,8.23,84.36,54.35,27.14
5,5,21,3,9,23,62.95,56.27,99.72,49.44,22.11
5,5,22,1,6,2,79.27,20.71,91.32,48.54,40.19
5,5,23,3,9,3,23.29,18.97,94.04,19.48,16.74
5,5,24,3,7,24,55.75,47.9,75.58,71.25,66.86
5,5,25,4,6,33,32.2,12.46,35.46,42.2,39.75
5,5,26,4,8,4,24.08,0.51,17.78,79.51,67.9
5,5,27,4,8,17,4.06,29.95,44.94,75.46,19.64
5,5,28,4,8,8,36.77,55.08,53.56,68.71,11.83
5,5,29,4,8,10,20.1,30.46,4.03,77.66,17.1
5,5,30,2,7,5,59.93,73.74,57.24,96.09,8.58
5,5,31,1,6,16,66.99,0.61,11.28,90.36,15.49
5,5,32,4,9,22,54.21,16.72,3.2,94.74,26.35
5,5,33,5,9,30,65.68,4.26,62.89,54.59,97.3
5,5,34,5,9,14,43.71,70.63,22.08,52.41,80.06
5,5,35,4,5,15,16.26,45.62,18.84,59.7,82.0
5,5,36,1,7,20,78.69,11.41,14.97,44.7,87.95
5,5,37,5,9,26,64.86,24.37,61.51,18.96,85.23
5,5,38,5,9,27,7.95,21.81,3.95,26.67,67.8
5,5,39,2,6,38,38.87,67.67,55.2,12.99,87.42
5,5,40,5,9,40,56.89,29.93,38.25,12.07,85.33
5,10,1,1,8,36,97.47,40.22,51.55,51.02,59.36
5,10,2,10,1,16,85.56,20.49,47.81,38.13,42.42
5,10,3,1,8,2,99.55,94.77,17.22,37.31,34.97
5,10,4,10,1,7,65.85,56.09,40.85,13.95,42.12
5,10,5,2,7,5,65.09,86.18,18.31,5.58,32.32
5,10,6,2,8,40,87.5,89.26,1.7,51.66,4.18
5,10,7,2,9,18,26.17,98.8,66.31,46.15,28.85
5,10,8,2,8,17,13.03,95.84,45.74,57.76,83.81
5,10,9,3,8,29,77.08,73.87,84.07,2.58,41.25
5,10,10,10,1,10,33.25,59.52,87.56,19.9,35.55
5,10,11,3,9,20,64.13,14.49,99.28,77.71,93.54
5,10,12,10,1,3,65.29,72.92,89.05,33.29,73.82
5,10,13,4,8,34,81.78,14.59,72.99,97.31,78.06
5,10,14,4,9,32,0.17,23.8,7.96,99.58,93.74
5,10,15,4,7,28,40.71,19.05,24.62,93.17,10.68
5,10,16,4,6,26,42.53,3.29,8.78,89.55,39.7
5,10,17,5,8,13,52.74,39.65,46.45,25.38,98.62
5,10,18,5,5,12,50.8,9.5,57.14,61.64,70.72
5,10,19,3,7,31,24.82,31.31,90.76,77.18,95.78
5,10,20,5,8,11,7.2,25.71,37.72,1.71,95.72
5,10,21,5,7,8,80.74,42.22,68.02,66.19,93.73
5,10,22,6,8,38,86.9,60.3,66.28,41.9,46.05
5,10,23,6,7,39,40.81,25.04,33.45,79.89,42.57
5,10,24,6,8,35,8.42,15.41,61.44,16.83,61.97
5,10,25,7,5,22,47.11,4.8,58.31,34.88,4.52
5,10,26,7,8,27,63.58,74.62,43.79,55.12,43.72
5,10,27,2,6,21,40.93,87.82,63.91,36.57,53.41
5,10,28,6,7,24,46.51,24.55,57.43,7.71,22.49
5,10,29,8,8,25,28.45,41.14,72.02,18.18,46.1
5,10,30,8,9,33,77.26,88.45,82.63,33.84,65.52
5,10,31,8,6,4,28.0,15.36,15.88,56.86,29.52
5,10,32,3,6,37,46.01,69.99,93.61,8.95,38.69
5,10,33,6,5,1,1.7,37.5,24.16,54.02,67.98
5,10,34,9,6,6,0.34,34.73,13.02,0.62,15.46
5,10,35,7,6,15,59.21,43.91,29.47,2.21,40.21
5,10,36,5,6,14,15.27,21.13,12.35,60.78,79.66
5,10,37,5,5,9,51.05,40.37,28.69,48.66,78.66
5,10,38,1,8,19,96.21,47.58,67.49,11.64,69.56
5,10,39,6,7,30,17.39,89.04,51.56,64.15,22.18
5,10,40,4,6,23,54.81,27.94,17.51,81.86,26.83
5,20,1,20,1,37,93.43,69.55,76.24,40.54,1.33
5,20,2,1,8,19,97.8,71.89,55.65,63.55,51.07
5,20,3,2,9,31,9.72,99.6,38.46,64.12,88.29
5,20,4,2,7,25,20.72,97.49,43.45,52.29,40.97
5,20,5,3,9,10,97.76,15.01,99.28,27.23,73.15
5,20,6,1,6,34,82.96,31.73,83.36,78.58,6.0
5,20,7,1,3,21,96.11,32.42,86.46,97.04,48.62
5,20,8,4,7,2,27.12,52.37,54.95,98.17,57.6
5,20,9,2,8,9,89.67,93.07,84.17,66.51,98.49
5,20,10,2,6,5,58.91,84.11,65.89,39.98,90.96
5,20,11,6,8,38,91.79,26.14,49.55,67.2,69.6
5,20,12,6,8,20,44.17,40.94,64.34,44.25,79.64
5,20,13,7,8,36,21.59,24.9,80.31,22.85,69.47
5,20,14,17,8,6,59.53,50.09,75.56,58.22,0.9
5,20,15,20,1,17,68.55,43.56,18.79,24.64,10.8
5,20,16,20,2,16,20.82,46.86,17.68,24.76,61.38
5,20,17,3,6,29,37.98,32.41,93.61,35.63,27.62
5,20,18,3,5,18,49.9,2.85,90.19,62.37,18.35
5,20,19,4,7,24,40.57,56.42,7.34,80.88,99.02
5,20,20,10,7,12,34.28,42.0,7.38,74.76,44.48
5,20,21,11,9,33,78.92,22.84,51.44,29.98,8.11
5,20,22,11,6,8,17.11,41.51,4.22,71.77,1.91
5,20,23,12,8,13,79.89,70.4,25.35,24.43,23.83
5,20,24,12,5,32,50.37,49.56,30.66,16.09,79.86
5,20,25,4,6,14,73.07,47.78,13.37,88.04,20.16
5,20,26,13,9,40,64.2,21.53,24.27,43.41,21.9
5,20,27,14,8,11,64.88,71.61,48.43,12.84,60.69
5,20,28,14,6,15,12.86,28.53,65.68,32.97,95.83
5,20,29,2,4,4,30.15,92.27,87.04,27.3,83.97
5,20,30,14,5,35,18.24,52.96,46.35,40.77,17.54
5,20,31,2,9,23,42.74,97.58,72.16,45.9,74.95
5,20,32,5,7,39,13.31,8.8,22.28,32.06,97.62
5,20,33,8,5,26,4.16,25.91,89.1,34.11,60.06
5,20,34,8,7,3,42.37,64.56,60.08,49.57,36.07
5,20,35,18,9,22,90.39,90.32,14.05,43.16,76.99
5,20,36,14,8,30,33.11,18.54,15.94,11.25,3.96
5,20,37,17,1,27,52.55,40.33,70.04,6.43,72.41
5,20,38,3,6,28,27.75,65.46,95.24,32.93,81.65
5,20,39,14,7,1,1.91,9.68,87.84,20.77,57.67
5,20,40,20,9,7,72.35,30.84,63.31,80.41,65.47
6,5,1,5,1,22,80.64,26.12,39.64,20.99,5.54
6,5,2,5,1,30,56.79,32.83,9.16,11.21,28.59
6,5,3,1,8,40,97.57,84.66,49.56,84.79,47.7
6,5,4,5,1,35,85.57,0.93,8.29,74.34,45.3
6,5,5,5,1,33,72.53,20.53,37.3,55.41,48.34
6,5,6,5,1,38,93.65,13.72,87.13,18.5,12.63
6,5,7,1,7,4,90.6,57.93,36.22,47.47,72.58
6,5,8,5,1,20,75.33,71.0,73.57,13.4,6.67
6,5,9,2,7,25,1.6,84.14,28.73,10.6,21.34
6,5,10,2,6,6,42.62,88.69,59.69,50.12,19.12
6,5,11,5,1,21,47.82,86.43,79.5,1.09,22.96
6,5,12,5,1,24,40.69,64.4,20.55,35.77,24.26
6,5,13,2,6,2,41.56,81.14,15.1,29.74,40.65
6,5,14,5,1,18,16.7,79.29,44.57,3.28,72.47
6,5,15,2,7,1,26.96,82.33,72.0,53.6,79.91
6,5,16,2,7,27,38.94,87.86,60.85,23.82,18.41
6,5,17,3,8,16,21.58,38.91,99.33,8.09,25.73
6,5,18,3,6,7,10.19,32.5,60.65,24.1,1.96
6,5,19,5,1,3,4.28,59.75,63.31,10.15,46.28
6,5,20,3,7,10,81.06,8.23,84.36,54.35,27.14
6,5,21,3,8,29,62.95,56.27,99.72,49.44,22.11
6,5,22,1,5,11,79.27,20.71,91.32,48.54,40.19
6,5,23,3,8,14,23.29,18.97,94.04,19.48,16.74
6,5,24,3,6,36,55.75,47.9,75.58,71.25,66.86
6,5,25,5,1,13,32.2,12.46,35.46,42.2,39.75
6,5,26,5,1,23,24.08,0.51,17.78,79.51,67.9
6,5,27,4,7,5,4.06,29.95,44.94,75.46,19.64
6,5,28,4,7,19,36.77,55.08,53.56,68.71,11.83
6,5,29,4,6,17,20.1,30.46,4.03,77.66,17.1
6,5,30,4,7,8,59.93,73.74,57.24,96.09,8.58
6,5,31,4,8,34,66.99,0.61,11.28,90.36,15.49
6,5,32,4,8,26,54.21,16.72,3.2,94.74,26.35
6,5,33,5,9,12,65.68,4.26,62.89,54.59,97.3
6,5,34,5,9,37,43.71,70.63,22.08,52.41,80.06
6,5,35,4,7,32,16.26,45.62,18.84,59.7,82.0
6,5,36,5,9,15,78.69,11.41,14.97,44.7,87.95
6,5,37,5,9,9,64.86,24.37,61.51,18.96,85.23
6,5,38,5,9,28,7.95,21.81,3.95,26.67,67.8
6,5,39,2,6,39,38.87,67.67,55.2,12.99,87.42
6,5,40,5,9,31,56.89,29.93,38.25,12.07,85.33
6,10,1,1,5,40,97.47,40.22,51.55,51.02,59.36
6,10,2,10,1,39,85.56,20.49,47.81,38.13,42.42
6,10,3,10,1,30,99.55,94.77,17.22,37.31,34.97
6,10,4,10,1,23,65.85,56.09,40.85,13.95,42.12
6,10,5,10,1,5,65.09,86.18,18.31,5.58,32.32
6,10,6,1,5,21,87.5,89.26,1.7,51.66,4.18
6,10,7,2,8,25,26.17,98.8,66.31,46.15,28.85
6,10,8,10,1,7,13.03,95.84,45.74,57.76,83.81
6,10,9,10,1,36,77.08,73.87,84.07,2.58,41.25
6,10,10,10,1,6,33.25,59.52,87.56,19.9,35.55
6,10,11,3,5,4,64.13,14.49,99.28,77.71,93.54
6,10,12,3,5,15,65.29,72.92,89.05,33.29,73.82
6,10,13,4,6,9,81.78,14.59,72.99,97.31,78.06
6,10,14,4,8,26,0.17,23.8,7.96,99.58,93.74
6,10,15,4,5,17,40.71,19.05,24.62,93.17,10.68
6,10,16,10,1,31,42.53,3.29,8.78,89.55,39.7
6,10,17,5,7,37,52.74,39.65,46.45,25.38,98.62
6,10,18,10,1,16,50.8,9.5,57.14,61.64,70.72
6,10,19,5,6,18,24.82,31.31,90.76,77.18,95.78
6,10,20,5,6,3,7.2,25.71,37.72,1.71,95.72
6,10,21,5,7,12,80.74,42.22,68.02,66.19,93.73
6,10,22,6,6,20,86.9,60.3,66.28,41.9,46.05
6,10,23,4,6,33,40.81,25.04,33.45,79.89,42.57
6,10,24,6,8,11,8.42,15.41,61.44,16.83,61.97
6,10,25,10,1,13,47.11,4.8,58.31,34.88,4.52
6,10,26,7,6,35,63.58,74.62,43.79,55.12,43.72
6,10,27,2,4,29,40.93,87.82,63.91,36.57,53.41
6,10,28,6,6,27,46.51,24.55,57.43,7.71,22.49
6,10,29,8,8,34,28.45,41.14,72.02,18.18,46.1
6,10,30,2,6,38,77.26,88.45,82.63,33.84,65.52
6,10,31,4,5,2,28.0,15.36,15.88,56.86,29.52
6,10,32,3,7,1,46.01,69.99,93.61,8.95,38.69
6,10,33,5,6,10,1.7,37.5,24.16,54.02,67.98
6,10,34,10,1,24,0.34,34.73,13.02,0.62,15.46
6,10,35,7,6,32,59.21,43.91,29.47,2.21,40.21
6,10,36,5,5,28,15.27,21.13,12.35,60.78,79.66
6,10,37,10,9,8,51.05,40.37,28.69,48.66,78.66
6,10,38,1,4,14,96.21,47.58,67.49,11.64,69.56
6,10,39,10,9,19,17.39,89.04,51.56,64.15,22.18
6,10,40,4,7,22,54.81,27.94,17.51,81.86,26.83
6,20,1,1,8,1,93.43,69.55,76.24,40.54,1.33
6,20,2,1,8,24,97.8,71.89,55.65,63.55,51.07
6,20,3,2,8,10,9.72,99.6,38.46,64.12,88.29
6,20,4,2,7,11,20.72,97.49,43.45,52.29,40.97
6,20,5,3,8,34,97.76,15.01,99.28,27.23,73.15
6,20,6,20,1,23,82.96,31.73,83.36,78.58,6.0
6,20,7,1,7,30,96.11,32.42,86.46,97.04,48.62
6,20,8,4,7,13,27.12,52.37,54.95,98.17,57.6
6,20,9,20,1,3,89.67,93.07,84.17,66.51,98.49
6,20,10,19,1,21,58.91,84.11,65.89,39.98,90.96
6,20,11,6,8,12,91.79,26.14,49.55,67.2,69.6
6,20,12,20,1,25,44.17,40.94,64.34,44.25,79.64
6,20,13,20,1,31,21.59,24.9,80.31,22.85,69.47
6,20,14,20,1,2,59.53,50.09,75.56,58.22,0.9
6,20,15,20,1,6,68.55,43.56,18.79,24.64,10.8
6,20,16,8,6,18,20.82,46.86,17.68,24.76,61.38
6,20,17,1,1,29,37.98,32.41,93.61,35.63,27.62
6,20,18,20,1,9,49.9,2.85,90.19,62.37,18.35
6,20,19,5,8,37,40.57,56.42,7.34,80.88,99.02
6,20,20,20,1,14,34.28,42.0,7.38,74.76,44.48
6,20,21,11,8,15,78.92,22.84,51.44,29.98,8.11
6,20,22,7,6,39,17.11,41.51,4.22,71.77,1.91
6,20,23,8,7,26,79.89,70.4,25.35,24.43,23.83
6,20,24,12,6,20,50.37,49.56,30.66,16.09,79.86
6,20,25,13,8,4,73.07,47.78,13.37,88.04,20.16
6,20,26,6,7,22,64.2,21.53,24.27,43.41,21.9
6,20,27,20,1,5,64.88,71.61,48.43,12.84,60.69
6,20,28,14,7,36,12.86,28.53,65.68,32.97,95.83
6,20,29,15,9,7,30.15,92.27,87.04,27.3,83.97
6,20,30,15,8,16,18.24,52.96,46.35,40.77,17.54
6,20,31,16,8,27,42.74,97.58,72.16,45.9,74.95
6,20,32,5,7,32,13.31,8.8,22.28,32.06,97.62
6,20,33,17,8,28,4.16,25.91,89.1,34.11,60.06
6,20,34,17,8,40,42.37,64.56,60.08,49.57,36.07
6,20,35,10,7,19,90.39,90.32,14.05,43.16,76.99
6,20,36,14,7,35,33.11,18.54,15.94,11.25,3.96
6,20,37,19,9,33,52.55,40.33,70.04,6.43,72.41
6,20,38,3,7,17,27.75,65.46,95.24,32.93,81.65
6,20,39,14,8,38,1.91,9.68,87.84,20.77,57.67
6,20,40,6,6,8,72.35,30.84,63.31,80.41,65.47
7,5,1,1,7,34,80.64,26.12,39.64,20.99,5.54
7,5,2,5,5,5,56.79,32.83,9.16,11.21,28.59
7,5,3,1,8,3,97.57,84.66,49.56,84.79,47.7
7,5,4,1,7,39,85.57,0.93,8.29,74.34,45.3
7,5,5,5,1,11,72.53,20.53,37.3,55.41,48.34
7,5,6,1,9,23,93.65,13.72,87.13,18.5,12.63
7,5,7,1,9,33,90.6,57.93,36.22,47.47,72.58
7,5,8,2,7,24,75.33,71.0,73.57,13.4,6.67
7,5,9,5,1,7,1.6,84.14,28.73,10.6,21.34
7,5,10,2,7,35,42.62,88.69,59.69,50.12,19.12
7,5,11,2,7,9,47.82,86.43,79.5,1.09,22.96
7,5,12,5,1,22,40.69,64.4,20.55,35.77,24.26
7,5,13,2,7,19,41.56,81.14,15.1,29.74,40.65
7,5,14,2,7,32,16.7,79.29,44.57,3.28,72.47
7,5,15,2,7,18,26.96,82.33,72.0,53.6,79.91
7,5,16,2,7,10,38.94,87.86,60.85,23.82,18.41
7,5,17,3,9,37,21.58,38.91,99.33,8.09,25.73
7,5,18,5,1,4,10.19,32.5,60.65,24.1,1.96
7,5,19,5,1,20,4.28,59.75,63.31,10.15,46.28
7,5,20,3,8,16,81.06,8.23,84.36,54.35,27.14
7,5,21,3,9,28,62.95,56.27,99.72,49.44,22.11
7,5,22,1,6,30,79.27,20.71,91.32,48.54,40.19
7,5,23,3,8,12,23.29,18.97,94.04,19.48,16.74
7,5,24,5,1,31,55.75,47.9,75.58,71.25,66.86
7,5,25,5,1,17,32.2,12.46,35.46,42.2,39.75
7,5,26,4,7,1,24.08,0.51,17.78,79.51,67.9
7,5,27,5,1,27,4.06,29.95,44.94,75.46,19.64
7,5,28,4,8,38,36.77,55.08,53.56,68.71,11.83
7,5,29,4,8,13,20.1,30.46,4.03,77.66,17.1
7,5,30,4,9,25,59.93,73.74,57.24,96.09,8.58
7,5,31,4,8,40,66.99,0.61,11.28,90.36,15.49
7,5,32,4,9,36,54.21,16.72,3.2,94.74,26.35
7,5,33,5,9,21,65.68,4.26,62.89,54.59,97.3
7,5,34,5,9,8,43.71,70.63,22.08,52.41,80.06
7,5,35,4,6,26,16.26,45.62,18.84,59.7,82.0
7,5,36,5,9,14,78.69,11.41,14.97,44.7,87.95
7,5,37,5,9,6,64.86,24.37,61.51,18.96,85.23
7,5,38,5,9,2,7.95,21.81,3.95,26.67,67.8
7,5,39,5,9,15,38.87,67.67,55.2,12.99,87.42
7,5,40,5,9,29,56.89,29.93,38.25,12.07,85.33
7,10,1,1,9,21,97.47,40.22,51.55,51.02,59.36
7,10,2,1,7,26,85.56,20.49,47.81,38.13,42.42
7,10,3,1,9,27,99.55,94.77,17.22,37.31,34.97
7,10,4,10,1,7,65.85,56.09,40.85,13.95,42.12
7,10,5,9,8,11,65.09,86.18,18.31,5.58,32.32
7,10,6,1,7,33,87.5,89.26,1.7,51.66,4.18
7,10,7,2,9,8,26.17,98.8,66.31,46.15,28.85
7,10,8,2,8,30,13.03,95.84,45.74,57.76,83.81
7,10,9,1,8,20,77.08,73.87,84.07,2.58,41.25
7,10,10,3,8,32,33.25,59.52,87.56,19.9,35.55
7,10,11,3,9,36,64.13,14.49,99.28,77.71,93.54
7,10,12,3,8,12,65.29,72.92,89.05,33.29,73.82
7,10,13,1,8,24,81.78,14.59,72.99,97.31,78.06
7,10,14,4,9,13,0.17,23.8,7.96,99.58,93.74
7,10,15,4,8,38,40.71,19.05,24.62,93.17,10.68
7,10,16,4,7,14,42.53,3.29,8.78,89.55,39.7
7,10,17,5,9,37,52.74,39.65,46.45,25.38,98.62
7,10,18,10,1,22,50.8,9.5,57.14,61.64,70.72
7,10,19,3,8,40,24.82,31.31,90.76,77.18,95.78
7,10,20,5,8,39,7.2,25.71,37.72,1.71,95.72
7,10,21,5,9,29,80.74,42.22,68.02,66.19,93.73
7,10,22,6,8,17,86.9,60.3,66.28,41.9,46.05
7,10,23,4,7,6,40.81,25.04,33.45,79.89,42.57
7,10,24,6,9,5,8.42,15.41,61.44,16.83,61.97
7,10,25,10,1,25,47.11,4.8,58.31,34.88,4.52
7,10,26,7,7,16,63.58,74.62,43.79,55.12,43.72
7,10,27,2,6,31,40.93,87.82,63.91,36.57,53.41
7,10,28,6,7,18,46.51,24.55,57.43,7.71,22.49
7,10,29,8,9,2,28.45,41.14,72.02,18.18,46.1
7,10,30,2,7,23,77.26,88.45,82.63,33.84,65.52
7,10,31,8,5,4,28.0,15.36,15.88,56.86,29.52
7,10,32,3,8,28,46.01,69.99,93.61,8.95,38.69
7,10,33,10,1,19,1.7,37.5,24.16,54.02,67.98
7,10,34,9,8,34,0.34,34.73,13.02,0.62,15.46
7,10,35,9,9,9,59.21,43.91,29.47,2.21,40.21
7,10,36,9,9,3,15.27,21.13,12.35,60.78,79.66
7,10,37,7,8,1,51.05,40.37,28.69,48.66,78.66
7,10,38,1,9,15,96.21,47.58,67.49,11.64,69.56
7,10,39,2,7,10,17.39,89.04,51.56,64.15,22.18
7,10,40,10,9,35,54.81,27.94,17.51,81.86,26.83
7,20,1,1,7,36,93.43,69.55,76.24,40.54,1.33
7,20,2,1,9,29,97.8,71.89,55.65,63.55,51.07
7,20,3,2,9,17,9.72,99.6,38.46,64.12,88.29
7,20,4,2,9,12,20.72,97.49,43.45,52.29,40.97
7,20,5,1,9,14,97.76,15.01,99.28,27.23,73.15
7,20,6,20,8,25,82.96,31.73,83.36,78.58,6.0
7,20,7,1,8,3,96.11,32.42,86.46,97.04,48.62
7,20,8,4,8,32,27.12,52.37,54.95,98.17,57.6
7,20,9,1,6,38,89.67,93.07,84.17,66.51,98.49
7,20,10,20,1,35,58.91,84.11,65.89,39.98,90.96
7,20,11,1,7,34,91.79,26.14,49.55,67.2,69.6
7,20,12,6,9,27,44.17,40.94,64.34,44.25,79.64
7,20,13,7,9,40,21.59,24.9,80.31,22.85,69.47
7,20,14,20,1,26,59.53,50.09,75.56,58.22,0.9
7,20,15,8,7,37,68.55,43.56,18.79,24.64,10.8
7,20,16,20,1,39,20.82,46.86,17.68,24.76,61.38
7,20,17,19,1,19,37.98,32.41,93.61,35.63,27.62
7,20,18,9,8,21,49.9,2.85,90.19,62.37,18.35
7,20,19,5,9,7,40.57,56.42,7.34,80.88,99.02
7,20,20,10,8,8,34.28,42.0,7.38,74.76,44.48
7,20,21,11,9,9,78.92,22.84,51.44,29.98,8.11
7,20,22,11,9,6,17.11,41.51,4.22,71.77,1.91
7,20,23,8,7,13,79.89,70.4,25.35,24.43,23.83
7,20,24,12,7,5,50.37,49.56,30.66,16.09,79.86
7,20,25,4,7,30,73.07,47.78,13.37,88.04,20.16
7,20,26,6,7,33,64.2,21.53,24.27,43.41,21.9
7,20,27,14,9,28,64.88,71.61,48.43,12.84,60.69
7,20,28,5,8,4,12.86,28.53,65.68,32.97,95.83
7,20,29,2,9,2,30.15,92.27,87.04,27.3,83.97
7,20,30,15,8,1,18.24,52.96,46.35,40.77,17.54
7,20,31,2,8,31,42.74,97.58,72.16,45.9,74.95
7,20,32,5,8,11,13.31,8.8,22.28,32.06,97.62
7,20,33,8,7,24,4.16,25.91,89.1,34.11,60.06
7,20,34,17,8,16,42.37,64.56,60.08,49.57,36.07
7,20,35,1,6,22,90.39,90.32,14.05,43.16,76.99
7,20,36,14,9,23,33.11,18.54,15.94,11.25,3.96
7,20,37,19,9,18,52.55,40.33,70.04,6.43,72.41
7,20,38,3,8,10,27.75,65.46,95.24,32.93,81.65
7,20,39,7,8,20,1.91,9.68,87.84,20.77,57.67
7,20,40,15,8,15,72.35,30.84,63.31,80.41,65.47
8,5,1,1,8,4,80.64,26.12,39.64,20.99,5.54
8,5,2,5,1,32,56.79,32.83,9.16,11.21,28.59
8,5,3,1,9,2,97.57,84.66,49.56,84.79,47.7
8,5,4,5,1,28,85.57,0.93,8.29,74.34,45.3
8,5,5,5,1,15,72.53,20.53,37.3,55.41,48.34
8,5,6,1,9,12,93.65,13.72,87.13,18.5,12.63
8,5,7,1,9,11,90.6,57.93,36.22,47.47,72.58
8,5,8,1,7,9,75.33,71.0,73.57,13.4,6.67
8,5,9,5,1,39,1.6,84.14,28.73,10.6,21.34
8,5,10,2,8,18,42.62,88.69,59.69,50.12,19.12
8,5,11,2,8,26,47.82,86.43,79.5,1.09,22.96
8,5,12,5,1,23,40.69,64.4,20.55,35.77,24.26
8,5,13,5,1,13,41.56,81.14,15.1,29.74,40.65
8,5,14,2,7,30,16.7,79.29,44.57,3.28,72.47
8,5,15,2,6,27,26.96,82.33,72.0,53.6,79.91
8,5,16,2,8,6,38.94,87.86,60.85,23.82,18.41
8,5,17,3,9,16,21.58,38.91,99.33,8.09,25.73
8,5,18,5,1,24,10.19,32.5,60.65,24.1,1.96
8,5,19,5,1,1,4.28,59.75,63.31,10.15,46.28
8,5,20,1,8,17,81.06,8.23,84.36,54.35,27.14
8,5,21,3,9,36,62.95,56.27,99.72,49.44,22.11
8,5,22,5,1,29,79.27,20.71,91.32,48.54,40.19
8,5,23,3,9,25,23.29,18.97,94.04,19.48,16.74
8,5,24,3,8,34,55.75,47.9,75.58,71.25,66.86
8,5,25,5,1,10,32.2,12.46,35.46,42.2,39.75
8,5,26,4,8,21,24.08,0.51,17.78,79.51,67.9
8,5,27,5,1,38,4.06,29.95,44.94,75.46,19.64
8,5,28,4,7,31,36.77,55.08,53.56,68.71,11.83
8,5,29,4,7,7,20.1,30.46,4.03,77.66,17.1
8,5,30,2,7,8,59.93,73.74,57.24,96.09,8.58
