participant,question,questionText,truth,estimate
86,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,85.0
87,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,56.0
88,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,50.0
89,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,50.0
90,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,60.0
91,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,76.0
92,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,77.0
93,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,65.0
94,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,60.0
95,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,40.0
96,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,50.0
97,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,30.0
98,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,50.0
99,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,5.0
100,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,50.0
101,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,65.0
102,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,70.0
103,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,5.0
104,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,70.0
105,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,65.0
106,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,60.0
107,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,55.0
108,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,80.0
109,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,60.0
110,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,60.0
111,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,50.0
112,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,60.0
113,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,75.0
114,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,70.0
115,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,45.0
116,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,25.0
117,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,60.0
118,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,75.0
119,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,95.0
120,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,60.0
121,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,50.0
122,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,65.0
123,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,75.0
124,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,65.0
125,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,60.0
126,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,60.0
127,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,60.0
128,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,60.0
129,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,50.0
130,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,50.0
131,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,65.0
132,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,75.0
133,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,75.0
134,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,50.0
135,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,65.0
136,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,30.0
137,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,70.0
138,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,70.0
139,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,75.0
140,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,75.0
141,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,80.0
142,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,40.0
143,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,50.0
144,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,40.0
145,3,"If a team is ahead at half-time, what is the probability that this team will win?",0.7823,50.0
1,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,80.0
2,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,80.0
3,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,70.0
4,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,70.0
5,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,60.0
6,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,40.0
7,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,65.0
8,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,60.0
9,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,60.0
10,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,50.0
11,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,70.0
12,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,100.0
13,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,1.0
14,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,100.0
15,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,65.0
16,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,90.0
17,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,92.0
18,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,100.0
19,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,75.0
20,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,70.0
21,4,"If a team is leading at the 60th minute, what is the probability that it will win?",0.8756,70.0
