participant,problem,problemOrder,choicePosition,cost,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12
33,39,38,6,372,419,412,415,416,361,372,386,389,439,421,381,527
33,40,30,6,370,420,457,443,415,410,370,425,429,521,369,456,511
33,41,7,5,403,425,436,446,402,403,389,381,395,442,398,441,626
33,42,31,7,353,429,403,393,381,345,378,353,410,301,425,414,433
33,43,11,7,407,428,394,410,393,383,409,407,421,426,461,565,422
33,44,15,6,395,466,439,416,381,385,395,387,402,451,412,462,410
33,45,37,7,415,450,463,432,387,383,375,415,397,337,434,480,444
33,46,22,7,363,427,418,424,367,373,378,363,391,458,507,361,494
33,47,3,6,361,406,421,390,382,389,361,393,420,403,427,419,493
33,48,26,6,378,387,444,407,382,403,378,373,436,353,457,439,510
33,49,45,5,358,420,447,387,375,358,391,368,428,461,415,340,462
33,50,12,6,389,431,421,433,399,388,389,403,392,400,527,475,669
34,1,31,1,419,419,423,407,384,374,375,373,391,433,556,490,619
34,2,18,1,425,425,414,407,420,386,396,408,403,411,459,575,530
34,3,33,1,446,446,428,417,385,386,387,351,415,401,443,510,524
34,4,46,1,429,429,463,405,395,387,361,404,419,376,353,534,449
34,5,28,1,419,419,425,392,411,384,401,409,406,382,433,424,473
34,6,29,1,405,405,416,423,419,409,365,385,424,403,369,450,498
34,7,20,1,415,415,446,398,392,396,344,429,387,440,554,438,358
34,8,32,1,436,436,430,450,427,381,393,371,414,377,441,444,497
34,9,42,1,465,465,412,418,411,366,394,378,384,408,448,499,497
34,10,44,1,424,424,432,385,397,361,369,394,436,357,452,433,301
34,11,14,1,412,412,409,393,396,411,339,389,363,424,382,415,588
34,12,3,1,415,415,421,401,427,356,360,377,408,396,442,614,483
34,13,11,1,439,439,434,428,409,385,382,387,404,452,388,402,557
34,14,13,1,423,423,450,438,383,371,390,379,399,392,542,525,626
34,15,26,1,425,425,458,410,392,439,365,373,394,437,413,470,549
34,16,35,1,432,432,421,414,397,373,382,368,389,528,438,556,689
34,17,5,1,460,460,423,441,418,375,363,378,397,474,468,301,612
34,18,25,1,411,411,453,407,390,362,396,375,369,472,505,699,376
34,19,41,1,428,428,443,414,416,395,402,396,403,459,495,417,449
34,20,49,1,414,414,434,339,431,403,400,395,454,430,455,359,394
34,21,39,1,433,433,412,417,419,380,369,402,390,385,503,521,614
34,22,12,1,450,450,445,396,413,428,411,380,376,369,350,603,426
34,23,21,1,435,435,412,379,401,388,385,391,444,380,386,347,660
34,24,6,1,424,424,445,416,422,395,367,407,364,379,375,417,687
34,25,9,1,368,368,411,418,399,372,384,402,373,468,471,551,301
34,26,40,1,436,436,431,385,379,396,359,404,409,453,388,301,389
34,27,8,1,412,412,436,382,397,391,401,413,424,447,442,504,616
34,28,17,1,416,416,434,420,436,403,355,402,358,429,440,316,590
34,29,2,1,406,406,402,452,414,422,338,377,385,409,488,456,509
34,30,1,1,406,406,412,425,417,393,352,361,419,475,486,373,456
34,31,47,1,409,409,458,410,370,356,372,396,390,425,523,379,561
34,32,45,1,439,439,423,420,400,398,387,401,382,371,517,520,486
34,33,37,1,418,418,443,373,407,361,380,387,400,398,562,586,699
34,34,38,1,436,436,431,415,414,380,370,374,421,353,410,417,301
34,35,30,1,393,393,368,440,412,358,391,378,417,414,466,625,477
34,36,27,1,430,430,419,413,387,354,397,392,358,427,425,431,495
34,37,19,1,425,425,453,370,404,375,356,388,408,444,472,481,553
34,38,10,1,396,396,453,419,417,373,377,427,402,454,444,312,614
34,39,22,1,419,419,412,415,416,361,372,386,389,439,421,381,527
34,40,43,1,420,420,457,443,415,410,370,425,429,521,369,456,511
34,41,23,1,425,425,436,446,402,403,389,381,395,442,398,441,626
34,42,24,1,429,429,403,393,381,345,378,353,410,301,425,414,433
34,43,7,1,428,428,394,410,393,383,409,407,421,426,461,565,422
34,44,4,1,466,466,439,416,381,385,395,387,402,451,412,462,410
34,45,15,1,450,450,463,432,387,383,375,415,397,337,434,480,444
34,46,36,1,427,427,418,424,367,373,378,363,391,458,507,361,494
34,47,34,1,406,406,421,390,382,389,361,393,420,403,427,419,493
34,48,16,1,387,387,444,407,382,403,378,373,436,353,457,439,510
34,49,48,1,420,420,447,387,375,358,391,368,428,461,415,340,462
34,50,50,2,421,431,421,433,399,388,389,403,392,400,527,475,669
35,1,18,7,373,419,423,407,384,374,375,373,391,433,556,490,619
35,2,35,8,403,425,414,407,420,386,396,408,403,411,459,575,530
35,3,7,7,351,446,428,417,385,386,387,351,415,401,443,510,524
35,4,40,6,361,429,463,405,395,387,361,404,419,376,353,534,449
35,5,22,10,433,419,425,392,411,384,401,409,406,382,433,424,473
35,6,13,6,365,405,416,423,419,409,365,385,424,403,369,450,498
35,7,50,6,344,415,446,398,392,396,344,429,387,440,554,438,358
35,8,5,7,371,436,430,450,427,381,393,371,414,377,441,444,497
35,9,45,5,366,465,412,418,411,366,394,378,384,408,448,499,497
35,10,15,6,369,424,432,385,397,361,369,394,436,357,452,433,301
35,11,48,6,339,412,409,393,396,411,339,389,363,424,382,415,588
35,12,12,9,396,415,421,401,427,356,360,377,408,396,442,614,483
35,13,39,7,387,439,434,428,409,385,382,387,404,452,388,402,557
35,14,26,8,399,423,450,438,383,371,390,379,399,392,542,525,626
35,15,23,10,413,425,458,410,392,439,365,373,394,437,413,470,549
35,16,42,7,368,432,421,414,397,373,382,368,389,528,438,556,689
35,17,29,6,363,460,423,441,418,375,363,378,397,474,468,301,612
35,18,10,6,396,411,453,407,390,362,396,375,369,472,505,699,376
35,19,32,7,396,428,443,414,416,395,402,396,403,459,495,417,449
35,20,8,3,339,414,434,339,431,403,400,395,454,430,455,359,394
35,21,19,6,369,433,412,417,419,380,369,402,390,385,503,521,614
35,22,49,7,380,450,445,396,413,428,411,380,376,369,350,603,426
35,23,37,9,380,435,412,379,401,388,385,391,444,380,386,347,660
35,24,36,6,367,424,445,416,422,395,367,407,364,379,375,417,687
35,25,28,8,373,368,411,418,399,372,384,402,373,468,471,551,301
35,26,16,6,359,436,431,385,379,396,359,404,409,453,388,301,389
35,27,30,8,424,412,436,382,397,391,401,413,424,447,442,504,616
35,28,41,6,355,416,434,420,436,403,355,402,358,429,440,316,590
35,29,11,6,338,406,402,452,414,422,338,377,385,409,488,456,509
35,30,20,10,486,406,412,425,417,393,352,361,419,475,486,373,456
35,31,17,6,372,409,458,410,370,356,372,396,390,425,523,379,561
35,32,44,9,371,439,423,420,400,398,387,401,382,371,517,520,486
35,33,46,7,387,418,443,373,407,361,380,387,400,398,562,586,699
35,34,21,2,431,436,431,415,414,380,370,374,421,353,410,417,301
35,35,31,5,358,393,368,440,412,358,391,378,417,414,466,625,477
35,36,1,6,397,430,419,413,387,354,397,392,358,427,425,431,495
35,37,4,9,444,425,453,370,404,375,356,388,408,444,472,481,553
35,38,3,5,373,396,453,419,417,373,377,427,402,454,444,312,614
35,39,14,6,372,419,412,415,416,361,372,386,389,439,421,381,527
35,40,9,6,370,420,457,443,415,410,370,425,429,521,369,456,511
35,41,27,7,381,425,436,446,402,403,389,381,395,442,398,441,626
35,42,24,10,425,429,403,393,381,345,378,353,410,301,425,414,433
35,43,43,7,407,428,394,410,393,383,409,407,421,426,461,565,422
35,44,34,6,395,466,439,416,381,385,395,387,402,451,412,462,410
35,45,25,7,415,450,463,432,387,383,375,415,397,337,434,480,444
35,46,2,6,378,427,418,424,367,373,378,363,391,458,507,361,494
35,47,6,6,361,406,421,390,382,389,361,393,420,403,427,419,493
35,48,47,6,378,387,444,407,382,403,378,373,436,353,457,439,510
35,49,33,7,368,420,447,387,375,358,391,368,428,461,415,340,462
35,50,38,8,392,431,421,433,399,388,389,403,392,400,527,475,669
36,1,50,6,375,419,423,407,384,374,375,373,391,433,556,490,619
36,2,3,4,420,425,414,407,420,386,396,408,403,411,459,575,530
36,3,37,6,387,446,428,417,385,386,387,351,415,401,443,510,524
36,4,48,6,361,429,463,405,395,387,361,404,419,376,353,534,449
36,5,25,7,409,419,425,392,411,384,401,409,406,382,433,424,473
36,6,20,5,409,405,416,423,419,409,365,385,424,403,369,450,498
36,7,19,7,429,415,446,398,392,396,344,429,387,440,554,438,358
36,8,1,6,393,436,430,450,427,381,393,371,414,377,441,444,497
36,9,8,4,411,465,412,418,411,366,394,378,384,408,448,499,497
36,10,29,6,369,424,432,385,397,361,369,394,436,357,452,433,301
36,11,32,5,411,412,409,393,396,411,339,389,363,424,382,415,588
36,12,36,3,401,415,421,401,427,356,360,377,408,396,442,614,483
36,13,40,5,385,439,434,428,409,385,382,387,404,452,388,402,557
36,14,43,6,390,423,450,438,383,371,390,379,399,392,542,525,626
36,15,42,6,365,425,458,410,392,439,365,373,394,437,413,470,549
36,16,10,4,397,432,421,414,397,373,382,368,389,528,438,556,689
36,17,15,3,441,460,423,441,418,375,363,378,397,474,468,301,612
36,18,26,3,407,411,453,407,390,362,396,375,369,472,505,699,376
36,19,5,6,402,428,443,414,416,395,402,396,403,459,495,417,449
36,20,31,6,400,414,434,339,431,403,400,395,454,430,455,359,394
36,21,23,5,380,433,412,417,419,380,369,402,390,385,503,521,614
36,22,22,6,411,450,445,396,413,428,411,380,376,369,350,603,426
36,23,47,6,385,435,412,379,401,388,385,391,444,380,386,347,660
36,24,33,5,395,424,445,416,422,395,367,407,364,379,375,417,687
36,25,30,6,384,368,411,418,399,372,384,402,373,468,471,551,301
36,26,39,6,359,436,431,385,379,396,359,404,409,453,388,301,389
36,27,6,4,397,412,436,382,397,391,401,413,424,447,442,504,616
36,28,13,6,355,416,434,420,436,403,355,402,358,429,440,316,590
36,29,24,6,338,406,402,452,414,422,338,377,385,409,488,456,509
36,30,38,5,393,406,412,425,417,393,352,361,419,475,486,373,456
36,31,45,7,396,409,458,410,370,356,372,396,390,425,523,379,561
36,32,14,6,387,439,423,420,400,398,387,401,382,371,517,520,486
36,33,21,5,361,418,443,373,407,361,380,387,400,398,562,586,699
36,34,7,5,380,436,431,415,414,380,370,374,421,353,410,417,301
36,35,35,5,358,393,368,440,412,358,391,378,417,414,466,625,477
36,36,4,6,397,430,419,413,387,354,397,392,358,427,425,431,495
36,37,28,6,356,425,453,370,404,375,356,388,408,444,472,481,553
36,38,46,5,373,396,453,419,417,373,377,427,402,454,444,312,614
36,39,41,5,361,419,412,415,416,361,372,386,389,439,421,381,527
36,40,9,5,410,420,457,443,415,410,370,425,429,521,369,456,511
36,41,11,4,402,425,436,446,402,403,389,381,395,442,398,441,626
36,42,27,6,378,429,403,393,381,345,378,353,410,301,425,414,433
36,43,34,6,409,428,394,410,393,383,409,407,421,426,461,565,422
36,44,18,3,416,466,439,416,381,385,395,387,402,451,412,462,410
36,45,2,5,383,450,463,432,387,383,375,415,397,337,434,480,444
36,46,17,6,378,427,418,424,367,373,378,363,391,458,507,361,494
36,47,49,6,361,406,421,390,382,389,361,393,420,403,427,419,493
36,48,44,6,378,387,444,407,382,403,378,373,436,353,457,439,510
36,49,12,4,375,420,447,387,375,358,391,368,428,461,415,340,462
36,50,16,6,389,431,421,433,399,388,389,403,392,400,527,475,669
37,1,10,6,375,419,423,407,384,374,375,373,391,433,556,490,619
37,2,24,8,403,425,414,407,420,386,396,408,403,411,459,575,530
37,3,17,7,351,446,428,417,385,386,387,351,415,401,443,510,524
37,4,50,2,463,429,463,405,395,387,361,404,419,376,353,534,449
37,5,1,8,406,419,425,392,411,384,401,409,406,382,433,424,473
37,6,48,6,365,405,416,423,419,409,365,385,424,403,369,450,498
37,7,27,6,344,415,446,398,392,396,344,429,387,440,554,438,358
37,8,21,7,371,436,430,450,427,381,393,371,414,377,441,444,497
37,9,43,5,366,465,412,418,411,366,394,378,384,408,448,499,497
37,10,31,6,369,424,432,385,397,361,369,394,436,357,452,433,301
37,11,30,6,339,412,409,393,396,411,339,389,363,424,382,415,588
37,12,23,5,356,415,421,401,427,356,360,377,408,396,442,614,483
37,13,19,7,387,439,434,428,409,385,382,387,404,452,388,402,557
37,14,26,7,379,423,450,438,383,371,390,379,399,392,542,525,626
37,15,39,6,365,425,458,410,392,439,365,373,394,437,413,470,549
37,16,8,7,368,432,421,414,397,373,382,368,389,528,438,556,689
37,17,47,6,363,460,423,441,418,375,363,378,397,474,468,301,612
37,18,36,8,369,411,453,407,390,362,396,375,369,472,505,699,376
37,19,28,5,395,428,443,414,416,395,402,396,403,459,495,417,449
37,20,22,3,339,414,434,339,431,403,400,395,454,430,455,359,394
37,21,18,6,369,433,412,417,419,380,369,402,390,385,503,521,614
37,22,42,7,380,450,445,396,413,428,411,380,376,369,350,603,426
37,23,32,7,391,435,412,379,401,388,385,391,444,380,386,347,660
37,24,2,7,407,424,445,416,422,395,367,407,364,379,375,417,687
37,25,25,8,373,368,411,418,399,372,384,402,373,468,471,551,301
37,26,40,6,359,436,431,385,379,396,359,404,409,453,388,301,389
37,27,49,6,401,412,436,382,397,391,401,413,424,447,442,504,616
37,28,7,6,355,416,434,420,436,403,355,402,358,429,440,316,590
37,29,3,6,338,406,402,452,414,422,338,377,385,409,488,456,509
37,30,11,6,352,406,412,425,417,393,352,361,419,475,486,373,456
37,31,16,6,372,409,458,410,370,356,372,396,390,425,523,379,561
37,32,38,5,398,439,423,420,400,398,387,401,382,371,517,520,486
37,33,34,6,380,418,443,373,407,361,380,387,400,398,562,586,699
37,34,45,5,380,436,431,415,414,380,370,374,421,353,410,417,301
37,35,4,5,358,393,368,440,412,358,391,378,417,414,466,625,477
37,36,44,6,397,430,419,413,387,354,397,392,358,427,425,431,495
37,37,15,10,472,425,453,370,404,375,356,388,408,444,472,481,553
37,38,46,5,373,396,453,419,417,373,377,427,402,454,444,312,614
37,39,14,6,372,419,412,415,416,361,372,386,389,439,421,381,527
37,40,5,7,425,420,457,443,415,410,370,425,429,521,369,456,511
37,41,33,5,403,425,436,446,402,403,389,381,395,442,398,441,626
37,42,41,11,414,429,403,393,381,345,378,353,410,301,425,414,433
37,43,29,2,394,428,394,410,393,383,409,407,421,426,461,565,422
37,44,12,8,402,466,439,416,381,385,395,387,402,451,412,462,410
37,45,9,4,387,450,463,432,387,383,375,415,397,337,434,480,444
37,46,13,4,367,427,418,424,367,373,378,363,391,458,507,361,494
37,47,35,6,361,406,421,390,382,389,361,393,420,403,427,419,493
37,48,20,6,378,387,444,407,382,403,378,373,436,353,457,439,510
37,49,37,5,358,420,447,387,375,358,391,368,428,461,415,340,462
37,50,6,6,389,431,421,433,399,388,389,403,392,400,527,475,669
38,1,24,4,384,419,423,407,384,374,375,373,391,433,556,490,619
38,2,17,1,425,425,414,407,420,386,396,408,403,411,459,575,530
38,3,5,6,387,446,428,417,385,386,387,351,415,401,443,510,524
38,4,27,2,463,429,463,405,395,387,361,404,419,376,353,534,449
38,5,9,2,425,419,425,392,411,384,401,409,406,382,433,424,473
38,6,10,1,405,405,416,423,419,409,365,385,424,403,369,450,498
38,7,36,1,415,415,446,398,392,396,344,429,387,440,554,438,358
38,8,25,1,436,436,430,450,427,381,393,371,414,377,441,444,497
38,9,39,4,411,465,412,418,411,366,394,378,384,408,448,499,497
38,10,4,1,424,424,432,385,397,361,369,394,436,357,452,433,301
38,11,42,1,412,412,409,393,396,411,339,389,363,424,382,415,588
38,12,8,1,415,415,421,401,427,356,360,377,408,396,442,614,483
38,13,20,1,439,439,434,428,409,385,382,387,404,452,388,402,557
38,14,29,1,423,423,450,438,383,371,390,379,399,392,542,525,626
38,15,7,1,425,425,458,410,392,439,365,373,394,437,413,470,549
38,16,26,1,432,432,421,414,397,373,382,368,389,528,438,556,689
38,17,11,1,460,460,423,441,418,375,363,378,397,474,468,301,612
38,18,47,2,453,411,453,407,390,362,396,375,369,472,505,699,376
38,19,19,2,443,428,443,414,416,395,402,396,403,459,495,417,449
38,20,28,1,414,414,434,339,431,403,400,395,454,430,455,359,394
38,21,30,1,433,433,412,417,419,380,369,402,390,385,503,521,614
38,22,31,1,450,450,445,396,413,428,411,380,376,369,350,603,426
38,23,44,1,435,435,412,379,401,388,385,391,444,380,386,347,660
38,24,13,1,424,424,445,416,422,395,367,407,364,379,375,417,687
38,25,35,2,411,368,411,418,399,372,384,402,373,468,471,551,301
38,26,22,1,436,436,431,385,379,396,359,404,409,453,388,301,389
38,27,14,1,412,412,436,382,397,391,401,413,424,447,442,504,616
38,28,18,1,416,416,434,420,436,403,355,402,358,429,440,316,590
38,29,38,1,406,406,402,452,414,422,338,377,385,409,488,456,509
38,30,37,1,406,406,412,425,417,393,352,361,419,475,486,373,456
38,31,48,3,410,409,458,410,370,356,372,396,390,425,523,379,561
38,32,41,1,439,439,423,420,400,398,387,401,382,371,517,520,486
38,33,46,1,418,418,443,373,407,361,380,387,400,398,562,586,699
38,34,3,1,436,436,431,415,414,380,370,374,421,353,410,417,301
38,35,45,1,393,393,368,440,412,358,391,378,417,414,466,625,477
38,36,16,1,430,430,419,413,387,354,397,392,358,427,425,431,495
38,37,6,1,425,425,453,370,404,375,356,388,408,444,472,481,553
38,38,40,2,453,396,453,419,417,373,377,427,402,454,444,312,614
38,39,1,1,419,419,412,415,416,361,372,386,389,439,421,381,527
38,40,23,1,420,420,457,443,415,410,370,425,429,521,369,456,511
38,41,12,2,436,425,436,446,402,403,389,381,395,442,398,441,626
38,42,34,2,403,429,403,393,381,345,378,353,410,301,425,414,433
38,43,43,1,428,428,394,410,393,383,409,407,421,426,461,565,422
38,44,32,1,466,466,439,416,381,385,395,387,402,451,412,462,410
38,45,49,1,450,450,463,432,387,383,375,415,397,337,434,480,444
38,46,15,1,427,427,418,424,367,373,378,363,391,458,507,361,494
38,47,33,1,406,406,421,390,382,389,361,393,420,403,427,419,493
38,48,21,2,444,387,444,407,382,403,378,373,436,353,457,439,510
38,49,50,2,447,420,447,387,375,358,391,368,428,461,415,340,462
38,50,2,1,431,431,421,433,399,388,389,403,392,400,527,475,669
39,1,8,6,375,419,423,407,384,374,375,373,391,433,556,490,619
39,2,4,6,396,425,414,407,420,386,396,408,403,411,459,575,530
39,3,16,6,387,446,428,417,385,386,387,351,415,401,443,510,524
39,4,29,7,404,429,463,405,395,387,361,404,419,376,353,534,449
39,5,49,5,384,419,425,392,411,384,401,409,406,382,433,424,473
39,6,27,6,365,405,416,423,419,409,365,385,424,403,369,450,498
39,7,7,6,344,415,446,398,392,396,344,429,387,440,554,438,358
39,8,25,6,393,436,430,450,427,381,393,371,414,377,441,444,497
39,9,38,7,378,465,412,418,411,366,394,378,384,408,448,499,497
39,10,20,6,369,424,432,385,397,361,369,394,436,357,452,433,301
39,11,19,6,339,412,409,393,396,411,339,389,363,424,382,415,588
39,12,48,6,360,415,421,401,427,356,360,377,408,396,442,614,483
39,13,43,5,385,439,434,428,409,385,382,387,404,452,388,402,557
39,14,26,7,379,423,450,438,383,371,390,379,399,392,542,525,626
39,15,12,6,365,425,458,410,392,439,365,373,394,437,413,470,549
39,16,45,7,368,432,421,414,397,373,382,368,389,528,438,556,689
39,17,44,6,363,460,423,441,418,375,363,378,397,474,468,301,612
39,18,5,6,396,411,453,407,390,362,396,375,369,472,505,699,376
39,19,47,7,396,428,443,414,416,395,402,396,403,459,495,417,449
39,20,9,6,400,414,434,339,431,403,400,395,454,430,455,359,394
39,21,39,6,369,433,412,417,419,380,369,402,390,385,503,521,614
39,22,36,6,411,450,445,396,413,428,411,380,376,369,350,603,426
39,23,33,6,385,435,412,379,401,388,385,391,444,380,386,347,660
39,24,24,6,367,424,445,416,422,395,367,407,364,379,375,417,687
39,25,23,6,384,368,411,418,399,372,384,402,373,468,471,551,301
39,26,14,6,359,436,431,385,379,396,359,404,409,453,388,301,389
39,27,42,7,413,412,436,382,397,391,401,413,424,447,442,504,616
39,28,22,6,355,416,434,420,436,403,355,402,358,429,440,316,590
39,29,1,8,385,406,402,452,414,422,338,377,385,409,488,456,509
39,30,3,6,352,406,412,425,417,393,352,361,419,475,486,373,456
39,31,15,2,458,409,458,410,370,356,372,396,390,425,523,379,561
39,32,13,5,398,439,423,420,400,398,387,401,382,371,517,520,486
39,33,32,5,361,418,443,373,407,361,380,387,400,398,562,586,699
39,34,34,5,380,436,431,415,414,380,370,374,421,353,410,417,301
39,35,41,5,358,393,368,440,412,358,391,378,417,414,466,625,477
39,36,21,6,397,430,419,413,387,354,397,392,358,427,425,431,495
39,37,30,6,356,425,453,370,404,375,356,388,408,444,472,481,553
39,38,37,7,427,396,453,419,417,373,377,427,402,454,444,312,614
39,39,17,6,372,419,412,415,416,361,372,386,389,439,421,381,527
39,40,35,6,370,420,457,443,415,410,370,425,429,521,369,456,511
39,41,6,5,403,425,436,446,402,403,389,381,395,442,398,441,626
39,42,40,7,353,429,403,393,381,345,378,353,410,301,425,414,433
39,43,46,4,393,428,394,410,393,383,409,407,421,426,461,565,422
39,44,11,2,439,466,439,416,381,385,395,387,402,451,412,462,410
39,45,28,6,375,450,463,432,387,383,375,415,397,337,434,480,444
39,46,10,6,378,427,418,424,367,373,378,363,391,458,507,361,494
39,47,50,6,361,406,421,390,382,389,361,393,420,403,427,419,493
39,48,2,4,382,387,444,407,382,403,378,373,436,353,457,439,510
39,49,31,7,368,420,447,387,375,358,391,368,428,461,415,340,462
39,50,18,7,403,431,421,433,399,388,389,403,392,400,527,475,669
40,1,2,1,419,419,423,407,384,374,375,373,391,433,556,490,619
40,2,8,1,425,425,414,407,420,386,396,408,403,411,459,575,530
40,3,22,3,417,446,428,417,385,386,387,351,415,401,443,510,524
40,4,45,3,405,429,463,405,395,387,361,404,419,376,353,534,449
40,5,37,1,419,419,425,392,411,384,401,409,406,382,433,424,473
40,6,34,1,405,405,416,423,419,409,365,385,424,403,369,450,498
40,7,1,1,415,415,446,398,392,396,344,429,387,440,554,438,358
40,8,16,2,430,436,430,450,427,381,393,371,414,377,441,444,497
40,9,39,2,412,465,412,418,411,366,394,378,384,408,448,499,497
40,10,33,6,369,424,432,385,397,361,369,394,436,357,452,433,301
40,11,26,1,412,412,409,393,396,411,339,389,363,424,382,415,588
40,12,35,3,401,415,421,401,427,356,360,377,408,396,442,614,483
40,13,21,3,428,439,434,428,409,385,382,387,404,452,388,402,557
40,14,20,1,423,423,450,438,383,371,390,379,399,392,542,525,626
40,15,3,1,425,425,458,410,392,439,365,373,394,437,413,470,549
40,16,6,3,414,432,421,414,397,373,382,368,389,528,438,556,689
40,17,46,2,423,460,423,441,418,375,363,378,397,474,468,301,612
40,18,42,1,411,411,453,407,390,362,396,375,369,472,505,699,376
40,19,12,3,414,428,443,414,416,395,402,396,403,459,495,417,449
40,20,38,1,414,414,434,339,431,403,400,395,454,430,455,359,394
40,21,30,3,417,433,412,417,419,380,369,402,390,385,503,521,614
40,22,40,1,450,450,445,396,413,428,411,380,376,369,350,603,426
40,23,4,2,412,435,412,379,401,388,385,391,444,380,386,347,660
40,24,15,3,416,424,445,416,422,395,367,407,364,379,375,417,687
40,25,23,1,368,368,411,418,399,372,384,402,373,468,471,551,301
40,26,32,3,385,436,431,385,379,396,359,404,409,453,388,301,389
40,27,19,6,401,412,436,382,397,391,401,413,424,447,442,504,616
40,28,50,1,416,416,434,420,436,403,355,402,358,429,440,316,590
40,29,5,1,406,406,402,452,414,422,338,377,385,409,488,456,509
40,30,43,1,406,406,412,425,417,393,352,361,419,475,486,373,456
40,31,29,2,458,409,458,410,370,356,372,396,390,425,523,379,561
40,32,36,1,439,439,423,420,400,398,387,401,382,371,517,520,486
40,33,9,3,373,418,443,373,407,361,380,387,400,398,562,586,699
40,34,28,1,436,436,431,415,414,380,370,374,421,353,410,417,301
40,35,47,1,393,393,368,440,412,358,391,378,417,414,466,625,477
40,36,17,1,430,430,419,413,387,354,397,392,358,427,425,431,495
40,37,49,1,425,425,453,370,404,375,356,388,408,444,472,481,553
40,38,27,2,453,396,453,419,417,373,377,427,402,454,444,312,614
40,39,11,3,415,419,412,415,416,361,372,386,389,439,421,381,527
40,40,10,4,415,420,457,443,415,410,370,425,429,521,369,456,511
40,41,31,2,436,425,436,446,402,403,389,381,395,442,398,441,626
40,42,18,2,403,429,403,393,381,345,378,353,410,301,425,414,433
40,43,14,2,394,428,394,410,393,383,409,407,421,426,461,565,422
40,44,41,3,416,466,439,416,381,385,395,387,402,451,412,462,410
40,45,13,1,450,450,463,432,387,383,375,415,397,337,434,480,444
40,46,44,2,418,427,418,424,367,373,378,363,391,458,507,361,494
40,47,7,1,406,406,421,390,382,389,361,393,420,403,427,419,493
40,48,25,1,387,387,444,407,382,403,378,373,436,353,457,439,510
40,49,24,1,420,420,447,387,375,358,391,368,428,461,415,340,462
40,50,48,3,433,431,421,433,399,388,389,403,392,400,527,475,669
41,1,46,2,423,419,423,407,384,374,375,373,391,433,556,490,619
41,2,18,12,530,425,414,407,420,386,396,408,403,411,459,575,530
41,3,16,7,351,446,428,417,385,386,387,351,415,401,443,510,524
41,4,21,6,361,429,463,405,395,387,361,404,419,376,353,534,449
41,5,45,5,384,419,425,392,411,384,401,409,406,382,433,424,473
41,6,35,6,365,405,416,423,419,409,365,385,424,403,369,450,498
41,7,30,6,344,415,446,398,392,396,344,429,387,440,554,438,358
41,8,15,7,371,436,430,450,427,381,393,371,414,377,441,444,497
41,9,31,5,366,465,412,418,411,366,394,378,384,408,448,499,497
41,10,17,5,361,424,432,385,397,361,369,394,436,357,452,433,301
41,11,28,12,588,412,409,393,396,411,339,389,363,424,382,415,588
41,12,43,5,356,415,421,401,427,356,360,377,408,396,442,614,483
41,13,24,10,388,439,434,428,409,385,382,387,404,452,388,402,557
41,14,5,7,379,423,450,438,383,371,390,379,399,392,542,525,626
41,15,20,6,365,425,458,410,392,439,365,373,394,437,413,470,549
41,16,41,10,438,432,421,414,397,373,382,368,389,528,438,556,689
41,17,8,5,375,460,423,441,418,375,363,378,397,474,468,301,612
41,18,13,5,362,411,453,407,390,362,396,375,369,472,505,699,376
41,19,39,1,428,428,443,414,416,395,402,396,403,459,495,417,449
41,20,40,3,339,414,434,339,431,403,400,395,454,430,455,359,394
41,21,11,6,369,433,412,417,419,380,369,402,390,385,503,521,614
41,22,47,8,376,450,445,396,413,428,411,380,376,369,350,603,426
41,23,3,9,380,435,412,379,401,388,385,391,444,380,386,347,660
41,24,50,6,367,424,445,416,422,395,367,407,364,379,375,417,687
41,25,48,8,373,368,411,418,399,372,384,402,373,468,471,551,301
41,26,32,6,359,436,431,385,379,396,359,404,409,453,388,301,389
41,27,22,12,616,412,436,382,397,391,401,413,424,447,442,504,616
41,28,29,6,355,416,434,420,436,403,355,402,358,429,440,316,590
41,29,38,6,338,406,402,452,414,422,338,377,385,409,488,456,509
41,30,25,7,361,406,412,425,417,393,352,361,419,475,486,373,456
41,31,9,7,396,409,458,410,370,356,372,396,390,425,523,379,561
41,32,34,4,400,439,423,420,400,398,387,401,382,371,517,520,486
41,33,26,5,361,418,443,373,407,361,380,387,400,398,562,586,699
41,34,7,5,380,436,431,415,414,380,370,374,421,353,410,417,301
41,35,10,12,477,393,368,440,412,358,391,378,417,414,466,625,477
41,36,23,6,397,430,419,413,387,354,397,392,358,427,425,431,495
41,37,2,9,444,425,453,370,404,375,356,388,408,444,472,481,553
41,38,14,5,373,396,453,419,417,373,377,427,402,454,444,312,614
41,39,12,10,421,419,412,415,416,361,372,386,389,439,421,381,527
41,40,42,12,511,420,457,443,415,410,370,425,429,521,369,456,511
41,41,1,4,402,425,436,446,402,403,389,381,395,442,398,441,626
41,42,4,12,433,429,403,393,381,345,378,353,410,301,425,414,433
41,43,27,7,407,428,394,410,393,383,409,407,421,426,461,565,422
41,44,49,6,395,466,439,416,381,385,395,387,402,451,412,462,410
41,45,37,7,415,450,463,432,387,383,375,415,397,337,434,480,444
41,46,44,3,424,427,418,424,367,373,378,363,391,458,507,361,494
41,47,6,6,361,406,421,390,382,389,361,393,420,403,427,419,493
41,48,19,6,378,387,444,407,382,403,378,373,436,353,457,439,510
