participant,condition,conditionIndex,problem,sequenceLength,choicePosition,problemOrder,value1,value2,value3,value4
3,length4_plentiful,1,32,4,1,34,77.0,23.0,47.0,26.0
3,length4_plentiful,1,33,4,1,40,83.0,73.0,71.0,62.0
3,length4_plentiful,1,34,4,4,19,61.0,30.0,49.0,91.0
3,length4_plentiful,1,35,4,1,32,77.0,63.0,75.0,79.0
3,length4_plentiful,1,36,4,2,10,73.0,78.0,56.0,22.0
3,length4_plentiful,1,37,4,1,30,75.0,79.0,56.0,86.0
3,length4_plentiful,1,38,4,1,28,94.0,81.0,68.0,47.0
3,length4_plentiful,1,39,4,2,23,54.0,72.0,18.0,57.0
3,length4_plentiful,1,40,4,4,21,67.0,53.0,59.0,49.0
3,length8_neutral,2,1,8,7,26,35.0,77.0,15.0,1.0
3,length8_neutral,2,2,8,4,38,4.0,89.0,77.0,93.0
3,length8_neutral,2,3,8,8,31,71.0,77.0,83.0,22.0
3,length8_neutral,2,4,8,2,15,68.0,82.0,63.0,93.0
3,length8_neutral,2,5,8,7,3,26.0,4.0,39.0,14.0
3,length8_neutral,2,6,8,4,1,43.0,63.0,21.0,86.0
3,length8_neutral,2,7,8,1,9,88.0,26.0,31.0,78.0
3,length8_neutral,2,8,8,1,12,83.0,92.0,49.0,43.0
3,length8_neutral,2,9,8,8,36,76.0,31.0,21.0,16.0
3,length8_neutral,2,10,8,2,16,22.0,79.0,32.0,2.0
3,length8_neutral,2,11,8,2,4,1.0,85.0,89.0,24.0
3,length8_neutral,2,12,8,1,6,46.0,19.0,45.0,4.0
3,length8_neutral,2,13,8,3,14,64.0,42.0,83.0,7.0
3,length8_neutral,2,14,8,2,24,77.0,82.0,29.0,34.0
3,length8_neutral,2,15,8,4,5,73.0,14.0,13.0,90.0
3,length8_neutral,2,16,8,8,8,61.0,12.0,10.0,48.0
3,length8_neutral,2,17,8,6,39,46.0,43.0,51.0,6.0
3,length8_neutral,2,18,8,1,37,97.0,35.0,57.0,80.0
3,length8_neutral,2,19,8,8,27,30.0,62.0,45.0,46.0
3,length8_neutral,2,20,8,8,35,76.0,60.0,51.0,73.0
3,length8_neutral,2,21,8,4,13,13.0,12.0,15.0,83.0
3,length8_neutral,2,22,8,2,33,51.0,89.0,25.0,88.0
3,length8_neutral,2,23,8,3,11,80.0,40.0,83.0,57.0
3,length8_neutral,2,24,8,7,29,25.0,17.0,12.0,23.0
3,length8_neutral,2,25,8,4,7,16.0,48.0,56.0,79.0
3,length8_neutral,2,26,8,1,20,92.0,41.0,87.0,86.0
3,length8_neutral,2,27,8,3,22,7.0,55.0,96.0,23.0
3,length8_neutral,2,28,8,3,25,73.0,53.0,94.0,29.0
3,length8_neutral,2,29,8,1,18,94.0,87.0,35.0,57.0
3,length8_neutral,2,30,8,8,17,31.0,62.0,38.0,36.0
3,length8_neutral,2,31,8,4,2,52.0,1.0,65.0,96.0
3,length8_neutral,2,32,8,1,34,20.0,76.0,30.0,72.0
3,length8_neutral,2,33,8,7,40,31.0,67.0,45.0,8.0
3,length8_neutral,2,34,8,6,19,41.0,18.0,13.0,49.0
3,length8_neutral,2,35,8,1,32,93.0,53.0,59.0,67.0
3,length8_neutral,2,36,8,4,10,75.0,62.0,74.0,93.0
3,length8_neutral,2,37,8,1,30,94.0,77.0,85.0,11.0
3,length8_neutral,2,38,8,8,28,12.0,55.0,31.0,30.0
3,length8_neutral,2,39,8,8,23,72.0,62.0,33.0,45.0
3,length8_neutral,2,40,8,1,21,86.0,7.0,77.0,50.0
3,length8_plentiful,3,1,8,4,26,50.0,69.0,73.0,92.0
3,length8_plentiful,3,2,8,6,38,63.0,68.0,66.0,74.0
3,length8_plentiful,3,3,8,2,31,70.0,89.0,85.0,42.0
3,length8_plentiful,3,4,8,1,15,84.0,88.0,68.0,91.0
3,length8_plentiful,3,5,8,3,3,61.0,28.0,82.0,57.0
3,length8_plentiful,3,6,8,6,1,62.0,68.0,58.0,57.0
3,length8_plentiful,3,7,8,1,9,87.0,42.0,75.0,68.0
3,length8_plentiful,3,8,8,1,12,82.0,76.0,87.0,53.0
3,length8_plentiful,3,9,8,6,36,66.0,70.0,54.0,59.0
3,length8_plentiful,3,10,8,4,16,65.0,43.0,30.0,81.0
3,length8_plentiful,3,11,8,2,4,67.0,89.0,96.0,58.0
3,length8_plentiful,3,12,8,3,6,67.0,68.0,98.0,84.0
3,length8_plentiful,3,13,8,1,14,88.0,56.0,79.0,75.0
3,length8_plentiful,3,14,8,3,24,50.0,44.0,69.0,63.0
3,length8_plentiful,3,15,8,8,5,49.0,36.0,78.0,30.0
3,length8_plentiful,3,16,8,7,8,54.0,58.0,45.0,69.0
3,length8_plentiful,3,17,8,2,39,76.0,84.0,85.0,94.0
3,length8_plentiful,3,18,8,3,37,62.0,64.0,87.0,79.0
3,length8_plentiful,3,19,8,3,27,65.0,62.0,89.0,49.0
3,length8_plentiful,3,20,8,6,35,44.0,63.0,70.0,68.0
3,length8_plentiful,3,21,8,1,13,90.0,72.0,87.0,69.0
3,length8_plentiful,3,22,8,2,33,35.0,86.0,87.0,65.0
3,length8_plentiful,3,23,8,1,11,80.0,52.0,35.0,30.0
3,length8_plentiful,3,24,8,2,29,54.0,94.0,33.0,70.0
3,length8_plentiful,3,25,8,7,7,78.0,52.0,74.0,77.0
3,length8_plentiful,3,26,8,2,20,30.0,68.0,93.0,70.0
3,length8_plentiful,3,27,8,5,22,78.0,49.0,63.0,72.0
3,length8_plentiful,3,28,8,3,25,57.0,46.0,90.0,36.0
3,length8_plentiful,3,29,8,8,18,81.0,78.0,44.0,63.0
3,length8_plentiful,3,30,8,3,17,60.0,45.0,88.0,70.0
3,length8_plentiful,3,31,8,6,2,59.0,74.0,62.0,70.0
3,length8_plentiful,3,32,8,6,34,66.0,79.0,46.0,56.0
3,length8_plentiful,3,33,8,3,40,43.0,78.0,87.0,89.0
3,length8_plentiful,3,34,8,3,19,71.0,64.0,85.0,70.0
3,length8_plentiful,3,35,8,2,32,75.0,89.0,67.0,87.0
3,length8_plentiful,3,36,8,1,10,82.0,68.0,76.0,79.0
3,length8_plentiful,3,37,8,1,30,89.0,58.0,75.0,95.0
3,length8_plentiful,3,38,8,1,28,73.0,74.0,78.0,52.0
3,length8_plentiful,3,39,8,5,23,35.0,45.0,74.0,72.0
3,length8_plentiful,3,40,8,4,21,80.0,70.0,69.0,89.0
4,length4_neutral,0,1,4,4,13,49.0,39.0,25.0,81.0
4,length4_neutral,0,2,4,1,14,98.0,93.0,67.0,39.0
4,length4_neutral,0,3,4,3,18,52.0,1.0,85.0,50.0
4,length4_neutral,0,4,4,4,31,63.0,21.0,43.0,28.0
4,length4_neutral,0,5,4,2,37,3.0,93.0,67.0,77.0
4,length4_neutral,0,6,4,4,22,5.0,60.0,53.0,36.0
4,length4_neutral,0,7,4,2,6,12.0,91.0,36.0,95.0
4,length4_neutral,0,8,4,3,19,23.0,40.0,86.0,5.0
4,length4_neutral,0,9,4,4,27,56.0,72.0,22.0,25.0
4,length4_neutral,0,10,4,3,38,81.0,96.0,83.0,71.0
4,length4_neutral,0,11,4,4,30,11.0,98.0,61.0,64.0
4,length4_neutral,0,12,4,2,16,17.0,62.0,80.0,7.0
4,length4_neutral,0,13,4,4,40,42.0,36.0,91.0,16.0
4,length4_neutral,0,14,4,4,9,42.0,80.0,70.0,63.0
4,length4_neutral,0,15,4,4,12,3.0,28.0,25.0,84.0
4,length4_neutral,0,16,4,3,36,35.0,9.0,91.0,24.0
4,length4_neutral,0,17,4,4,25,22.0,26.0,24.0,21.0
4,length4_neutral,0,18,4,1,2,87.0,12.0,50.0,55.0
4,length4_neutral,0,19,4,4,23,36.0,7.0,15.0,44.0
4,length4_neutral,0,20,4,1,21,67.0,63.0,7.0,30.0
4,length4_neutral,0,21,4,3,32,62.0,81.0,72.0,61.0
4,length4_neutral,0,22,4,4,20,64.0,62.0,19.0,48.0
4,length4_neutral,0,23,4,1,24,79.0,69.0,97.0,43.0
4,length4_neutral,0,24,4,4,1,46.0,42.0,6.0,26.0
4,length4_neutral,0,25,4,1,17,62.0,9.0,70.0,94.0
4,length4_neutral,0,26,4,1,7,90.0,54.0,87.0,84.0
4,length4_neutral,0,27,4,1,5,74.0,75.0,43.0,78.0
4,length4_neutral,0,28,4,1,28,85.0,76.0,22.0,16.0
4,length4_neutral,0,29,4,1,15,56.0,34.0,22.0,64.0
4,length4_neutral,0,30,4,1,10,91.0,33.0,54.0,42.0
4,length4_neutral,0,31,4,3,39,50.0,69.0,72.0,20.0
4,length4_neutral,0,32,4,1,4,60.0,57.0,22.0,46.0
4,length4_neutral,0,33,4,3,29,10.0,37.0,84.0,36.0
4,length4_neutral,0,34,4,4,26,22.0,80.0,19.0,2.0
4,length4_neutral,0,35,4,3,3,35.0,86.0,84.0,77.0
4,length4_neutral,0,36,4,1,34,81.0,93.0,69.0,11.0
4,length4_neutral,0,37,4,4,33,67.0,27.0,37.0,45.0
4,length4_neutral,0,38,4,3,35,39.0,59.0,67.0,42.0
4,length4_neutral,0,39,4,3,11,7.0,35.0,27.0,3.0
4,length4_neutral,0,40,4,3,8,42.0,9.0,95.0,26.0
4,length4_plentiful,1,1,4,4,13,76.0,63.0,60.0,79.0
4,length4_plentiful,1,2,4,1,14,88.0,62.0,84.0,73.0
4,length4_plentiful,1,3,4,4,18,69.0,76.0,65.0,90.0
4,length4_plentiful,1,4,4,4,31,39.0,61.0,64.0,54.0
4,length4_plentiful,1,5,4,3,37,72.0,57.0,18.0,71.0
4,length4_plentiful,1,6,4,1,22,63.0,29.0,60.0,75.0
4,length4_plentiful,1,7,4,3,6,60.0,71.0,84.0,81.0
4,length4_plentiful,1,8,4,1,19,95.0,52.0,59.0,36.0
4,length4_plentiful,1,9,4,1,27,17.0,65.0,44.0,96.0
4,length4_plentiful,1,10,4,4,38,72.0,38.0,62.0,86.0
4,length4_plentiful,1,11,4,2,30,70.0,76.0,91.0,82.0
4,length4_plentiful,1,12,4,2,16,68.0,90.0,59.0,60.0
4,length4_plentiful,1,13,4,4,40,68.0,38.0,33.0,47.0
4,length4_plentiful,1,14,4,3,9,83.0,79.0,84.0,66.0
4,length4_plentiful,1,15,4,1,12,60.0,59.0,35.0,67.0
4,length4_plentiful,1,16,4,2,36,54.0,68.0,72.0,89.0
4,length4_plentiful,1,17,4,1,25,93.0,55.0,62.0,57.0
4,length4_plentiful,1,18,4,2,2,85.0,87.0,71.0,48.0
4,length4_plentiful,1,19,4,1,23,90.0,79.0,72.0,89.0
4,length4_plentiful,1,20,4,1,21,73.0,74.0,87.0,55.0
4,length4_plentiful,1,21,4,3,32,59.0,66.0,72.0,76.0
4,length4_plentiful,1,22,4,1,20,97.0,80.0,69.0,43.0
4,length4_plentiful,1,23,4,4,24,68.0,42.0,33.0,92.0
4,length4_plentiful,1,24,4,3,1,54.0,44.0,88.0,87.0
4,length4_plentiful,1,25,4,4,17,39.0,64.0,68.0,57.0
4,length4_plentiful,1,26,4,4,7,74.0,79.0,68.0,66.0
4,length4_plentiful,1,27,4,1,5,83.0,64.0,85.0,97.0
4,length4_plentiful,1,28,4,1,28,76.0,39.0,35.0,72.0
4,length4_plentiful,1,29,4,4,15,62.0,88.0,77.0,71.0
4,length4_plentiful,1,30,4,1,10,57.0,77.0,72.0,85.0
4,length4_plentiful,1,31,4,2,39,65.0,87.0,48.0,77.0
4,length4_plentiful,1,32,4,3,4,51.0,52.0,66.0,84.0
4,length4_plentiful,1,33,4,2,29,89.0,87.0,85.0,49.0
4,length4_plentiful,1,34,4,4,26,79.0,57.0,61.0,74.0
4,length4_plentiful,1,35,4,4,3,73.0,70.0,50.0,88.0
4,length4_plentiful,1,36,4,1,34,76.0,74.0,95.0,89.0
4,length4_plentiful,1,37,4,1,33,91.0,60.0,80.0,79.0
4,length4_plentiful,1,38,4,1,35,82.0,43.0,78.0,58.0
4,length4_plentiful,1,39,4,1,11,75.0,81.0,90.0,92.0
4,length4_plentiful,1,40,4,1,8,71.0,61.0,74.0,84.0
4,length8_neutral,2,1,8,5,13,56.0,15.0,66.0,36.0
4,length8_neutral,2,2,8,8,14,22.0,60.0,87.0,84.0
4,length8_neutral,2,3,8,8,18,63.0,74.0,38.0,46.0
4,length8_neutral,2,4,8,1,31,21.0,42.0,84.0,66.0
4,length8_neutral,2,5,8,2,37,93.0,3.0,8.0,59.0
4,length8_neutral,2,6,8,1,22,39.0,56.0,6.0,13.0
4,length8_neutral,2,7,8,4,6,37.0,60.0,82.0,84.0
4,length8_neutral,2,8,8,8,19,77.0,19.0,97.0,65.0
4,length8_neutral,2,9,8,1,27,14.0,26.0,59.0,37.0
4,length8_neutral,2,10,8,1,38,26.0,21.0,50.0,97.0
4,length8_neutral,2,11,8,8,30,58.0,2.0,87.0,9.0
4,length8_neutral,2,12,8,1,16,31.0,81.0,84.0,16.0
4,length8_neutral,2,13,8,3,40,28.0,24.0,62.0,55.0
4,length8_neutral,2,14,8,1,9,81.0,36.0,74.0,79.0
4,length8_neutral,2,15,8,1,12,85.0,12.0,40.0,50.0
4,length8_neutral,2,16,8,2,36,88.0,45.0,7.0,44.0
4,length8_neutral,2,17,8,7,25,42.0,98.0,63.0,28.0
4,length8_neutral,2,18,8,3,2,41.0,44.0,81.0,91.0
4,length8_neutral,2,19,8,1,23,49.0,63.0,15.0,81.0
4,length8_neutral,2,20,8,8,21,77.0,51.0,10.0,37.0
4,length8_neutral,2,21,8,8,32,87.0,95.0,62.0,79.0
4,length8_neutral,2,22,8,1,20,67.0,8.0,34.0,66.0
4,length8_neutral,2,23,8,8,24,8.0,30.0,59.0,32.0
4,length8_neutral,2,24,8,8,1,8.0,50.0,88.0,47.0
4,length8_neutral,2,25,8,4,17,10.0,8.0,27.0,33.0
4,length8_neutral,2,26,8,2,7,61.0,98.0,9.0,73.0
4,length8_neutral,2,27,8,1,5,62.0,72.0,16.0,4.0
4,length8_neutral,2,28,8,8,28,63.0,79.0,32.0,8.0
4,length8_neutral,2,29,8,1,15,92.0,8.0,20.0,75.0
4,length8_neutral,2,30,8,1,10,94.0,62.0,84.0,37.0
4,length8_neutral,2,31,8,1,39,94.0,87.0,24.0,12.0
4,length8_neutral,2,32,8,8,4,45.0,80.0,19.0,64.0
4,length8_neutral,2,33,8,3,29,77.0,66.0,91.0,36.0
4,length8_neutral,2,34,8,5,26,28.0,62.0,65.0,57.0
4,length8_neutral,2,35,8,8,3,7.0,39.0,73.0,35.0
4,length8_neutral,2,36,8,3,34,5.0,75.0,64.0,20.0
4,length8_neutral,2,37,8,5,33,2.0,49.0,12.0,5.0
4,length8_neutral,2,38,8,1,35,95.0,10.0,64.0,84.0
4,length8_neutral,2,39,8,1,11,93.0,5.0,57.0,61.0
4,length8_neutral,2,40,8,1,8,83.0,52.0,96.0,53.0
4,length8_plentiful,3,1,8,1,13,50.0,44.0,45.0,43.0
4,length8_plentiful,3,2,8,3,14,51.0,62.0,93.0,33.0
4,length8_plentiful,3,3,8,3,18,27.0,36.0,79.0,81.0
4,length8_plentiful,3,4,8,1,31,79.0,40.0,37.0,95.0
4,length8_plentiful,3,5,8,1,37,80.0,66.0,70.0,84.0
4,length8_plentiful,3,6,8,6,22,57.0,72.0,63.0,58.0
4,length8_plentiful,3,7,8,1,6,80.0,73.0,61.0,77.0
4,length8_plentiful,3,8,8,1,19,88.0,75.0,80.0,82.0
4,length8_plentiful,3,9,8,2,27,31.0,89.0,67.0,86.0
4,length8_plentiful,3,10,8,1,38,84.0,32.0,59.0,89.0
4,length8_plentiful,3,11,8,1,30,78.0,97.0,53.0,55.0
4,length8_plentiful,3,12,8,4,16,30.0,52.0,54.0,60.0
4,length8_plentiful,3,13,8,2,40,69.0,85.0,44.0,93.0
4,length8_plentiful,3,14,8,8,9,49.0,57.0,62.0,73.0
4,length8_plentiful,3,15,8,1,12,82.0,86.0,52.0,87.0
4,length8_plentiful,3,16,8,5,36,94.0,51.0,79.0,78.0
4,length8_plentiful,3,17,8,1,25,93.0,94.0,26.0,54.0
4,length8_plentiful,3,18,8,1,2,91.0,35.0,56.0,87.0
4,length8_plentiful,3,19,8,6,23,71.0,80.0,36.0,31.0
4,length8_plentiful,3,20,8,1,21,70.0,63.0,53.0,91.0
4,length8_plentiful,3,21,8,7,32,82.0,80.0,18.0,56.0
4,length8_plentiful,3,22,8,6,20,75.0,35.0,79.0,89.0
4,length8_plentiful,3,23,8,4,24,68.0,38.0,35.0,69.0
4,length8_plentiful,3,24,8,3,1,43.0,66.0,74.0,80.0
4,length8_plentiful,3,25,8,3,17,57.0,71.0,97.0,81.0
4,length8_plentiful,3,26,8,1,7,79.0,61.0,62.0,90.0
4,length8_plentiful,3,27,8,1,5,49.0,73.0,57.0,58.0
4,length8_plentiful,3,28,8,1,28,49.0,38.0,81.0,69.0
4,length8_plentiful,3,29,8,1,15,54.0,78.0,52.0,65.0
4,length8_plentiful,3,30,8,8,10,41.0,69.0,63.0,55.0
4,length8_plentiful,3,31,8,2,39,59.0,85.0,46.0,78.0
4,length8_plentiful,3,32,8,2,4,93.0,85.0,92.0,62.0
4,length8_plentiful,3,33,8,2,29,65.0,69.0,88.0,42.0
4,length8_plentiful,3,34,8,3,26,68.0,48.0,71.0,45.0
4,length8_plentiful,3,35,8,1,3,64.0,57.0,75.0,76.0
4,length8_plentiful,3,36,8,2,34,72.0,52.0,49.0,61.0
4,length8_plentiful,3,37,8,8,33,86.0,64.0,24.0,52.0
4,length8_plentiful,3,38,8,4,35,41.0,59.0,25.0,75.0
4,length8_plentiful,3,39,8,1,11,52.0,76.0,67.0,55.0
4,length8_plentiful,3,40,8,2,8,63.0,86.0,82.0,55.0
5,length4_neutral,0,1,4,4,20,49.0,39.0,25.0,81.0
5,length4_neutral,0,2,4,1,35,98.0,93.0,67.0,39.0
5,length4_neutral,0,3,4,3,10,52.0,1.0,85.0,50.0
5,length4_neutral,0,4,4,4,4,63.0,21.0,43.0,28.0
5,length4_neutral,0,5,4,2,22,3.0,93.0,67.0,77.0
5,length4_neutral,0,6,4,4,1,5.0,60.0,53.0,36.0
5,length4_neutral,0,7,4,2,25,12.0,91.0,36.0,95.0
5,length4_neutral,0,8,4,3,38,23.0,40.0,86.0,5.0
5,length4_neutral,0,9,4,4,16,56.0,72.0,22.0,25.0
5,length4_neutral,0,10,4,2,8,81.0,96.0,83.0,71.0
5,length4_neutral,0,11,4,2,21,11.0,98.0,61.0,64.0
5,length4_neutral,0,12,4,3,36,17.0,62.0,80.0,7.0
5,length4_neutral,0,13,4,3,2,42.0,36.0,91.0,16.0
5,length4_neutral,0,14,4,4,13,42.0,80.0,70.0,63.0
5,length4_neutral,0,15,4,4,18,3.0,28.0,25.0,84.0
5,length4_neutral,0,16,4,3,34,35.0,9.0,91.0,24.0
5,length4_neutral,0,17,4,4,9,22.0,26.0,24.0,21.0
5,length4_neutral,0,18,4,1,32,87.0,12.0,50.0,55.0
5,length4_neutral,0,19,4,4,6,36.0,7.0,15.0,44.0
5,length4_neutral,0,20,4,4,11,67.0,63.0,7.0,30.0
5,length4_neutral,0,21,4,2,3,62.0,81.0,72.0,61.0
5,length4_neutral,0,22,4,4,31,64.0,62.0,19.0,48.0
5,length4_neutral,0,23,4,3,15,79.0,69.0,97.0,43.0
5,length4_neutral,0,24,4,4,12,46.0,42.0,6.0,26.0
5,length4_neutral,0,25,4,4,27,62.0,9.0,70.0,94.0
5,length4_neutral,0,26,4,1,30,90.0,54.0,87.0,84.0
5,length4_neutral,0,27,4,2,40,74.0,75.0,43.0,78.0
5,length4_neutral,0,28,4,1,14,85.0,76.0,22.0,16.0
5,length4_neutral,0,29,4,4,23,56.0,34.0,22.0,64.0
5,length4_neutral,0,30,4,4,24,91.0,33.0,54.0,42.0
5,length4_neutral,0,31,4,3,26,50.0,69.0,72.0,20.0
5,length4_neutral,0,32,4,4,39,60.0,57.0,22.0,46.0
5,length4_neutral,0,33,4,3,28,10.0,37.0,84.0,36.0
5,length4_neutral,0,34,4,4,7,22.0,80.0,19.0,2.0
5,length4_neutral,0,35,4,2,37,35.0,86.0,84.0,77.0
5,length4_neutral,0,36,4,2,17,81.0,93.0,69.0,11.0
5,length4_neutral,0,37,4,4,5,67.0,27.0,37.0,45.0
5,length4_neutral,0,38,4,4,19,39.0,59.0,67.0,42.0
5,length4_neutral,0,39,4,4,29,7.0,35.0,27.0,3.0
5,length4_neutral,0,40,4,3,33,42.0,9.0,95.0,26.0
5,length4_plentiful,1,1,4,4,20,76.0,63.0,60.0,79.0
5,length4_plentiful,1,2,4,4,35,88.0,62.0,84.0,73.0
5,length4_plentiful,1,3,4,4,10,69.0,76.0,65.0,90.0
5,length4_plentiful,1,4,4,4,4,39.0,61.0,64.0,54.0
5,length4_plentiful,1,5,4,4,22,72.0,57.0,18.0,71.0
5,length4_plentiful,1,6,4,4,1,63.0,29.0,60.0,75.0
5,length4_plentiful,1,7,4,4,25,60.0,71.0,84.0,81.0
5,length4_plentiful,1,8,4,1,38,95.0,52.0,59.0,36.0
5,length4_plentiful,1,9,4,4,16,17.0,65.0,44.0,96.0
5,length4_plentiful,1,10,4,4,8,72.0,38.0,62.0,86.0
5,length4_plentiful,1,11,4,3,21,70.0,76.0,91.0,82.0
5,length4_plentiful,1,12,4,4,36,68.0,90.0,59.0,60.0
5,length4_plentiful,1,13,4,4,2,68.0,38.0,33.0,47.0
5,length4_plentiful,1,14,4,4,13,83.0,79.0,84.0,66.0
5,length4_plentiful,1,15,4,4,18,60.0,59.0,35.0,67.0
5,length4_plentiful,1,16,4,4,34,54.0,68.0,72.0,89.0
5,length4_plentiful,1,17,4,4,9,93.0,55.0,62.0,57.0
5,length4_plentiful,1,18,4,1,32,85.0,87.0,71.0,48.0
5,length4_plentiful,1,19,4,4,6,90.0,79.0,72.0,89.0
5,length4_plentiful,1,20,4,3,11,73.0,74.0,87.0,55.0
5,length4_plentiful,1,21,4,4,3,59.0,66.0,72.0,76.0
5,length4_plentiful,1,22,4,1,31,97.0,80.0,69.0,43.0
5,length4_plentiful,1,23,4,4,15,68.0,42.0,33.0,92.0
5,length4_plentiful,1,24,4,4,12,54.0,44.0,88.0,87.0
5,length4_plentiful,1,25,4,4,27,39.0,64.0,68.0,57.0
5,length4_plentiful,1,26,4,4,30,74.0,79.0,68.0,66.0
5,length4_plentiful,1,27,4,4,40,83.0,64.0,85.0,97.0
5,length4_plentiful,1,28,4,4,14,76.0,39.0,35.0,72.0
5,length4_plentiful,1,29,4,4,23,62.0,88.0,77.0,71.0
5,length4_plentiful,1,30,4,4,24,57.0,77.0,72.0,85.0
5,length4_plentiful,1,31,4,4,26,65.0,87.0,48.0,77.0
5,length4_plentiful,1,32,4,4,39,51.0,52.0,66.0,84.0
5,length4_plentiful,1,33,4,4,28,89.0,87.0,85.0,49.0
5,length4_plentiful,1,34,4,4,7,79.0,57.0,61.0,74.0
5,length4_plentiful,1,35,4,4,37,73.0,70.0,50.0,88.0
5,length4_plentiful,1,36,4,3,17,76.0,74.0,95.0,89.0
5,length4_plentiful,1,37,4,4,5,91.0,60.0,80.0,79.0
5,length4_plentiful,1,38,4,1,19,82.0,43.0,78.0,58.0
5,length4_plentiful,1,39,4,3,29,75.0,81.0,90.0,92.0
5,length4_plentiful,1,40,4,4,33,71.0,61.0,74.0,84.0
5,length8_neutral,2,1,8,5,20,56.0,15.0,66.0,36.0
5,length8_neutral,2,2,8,3,35,22.0,60.0,87.0,84.0
5,length8_neutral,2,3,8,8,10,63.0,74.0,38.0,46.0
5,length8_neutral,2,4,8,3,4,21.0,42.0,84.0,66.0
5,length8_neutral,2,5,8,1,22,93.0,3.0,8.0,59.0
5,length8_neutral,2,6,8,8,1,39.0,56.0,6.0,13.0
5,length8_neutral,2,7,8,4,25,37.0,60.0,82.0,84.0
5,length8_neutral,2,8,8,3,38,77.0,19.0,97.0,65.0
5,length8_neutral,2,9,8,8,16,14.0,26.0,59.0,37.0
5,length8_neutral,2,10,8,4,8,26.0,21.0,50.0,97.0
5,length8_neutral,2,11,8,5,21,58.0,2.0,87.0,9.0
5,length8_neutral,2,12,8,3,36,31.0,81.0,84.0,16.0
5,length8_neutral,2,13,8,3,2,28.0,24.0,62.0,55.0
5,length8_neutral,2,14,8,8,13,81.0,36.0,74.0,79.0
5,length8_neutral,2,15,8,1,18,85.0,12.0,40.0,50.0
5,length8_neutral,2,16,8,1,34,88.0,45.0,7.0,44.0
5,length8_neutral,2,17,8,8,9,42.0,98.0,63.0,28.0
5,length8_neutral,2,18,8,3,32,41.0,44.0,81.0,91.0
5,length8_neutral,2,19,8,7,6,49.0,63.0,15.0,81.0
5,length8_neutral,2,20,8,8,11,77.0,51.0,10.0,37.0
5,length8_neutral,2,21,8,1,3,87.0,95.0,62.0,79.0
5,length8_neutral,2,22,8,4,31,67.0,8.0,34.0,66.0
5,length8_neutral,2,23,8,8,15,8.0,30.0,59.0,32.0
5,length8_neutral,2,24,8,3,12,8.0,50.0,88.0,47.0
5,length8_neutral,2,25,8,7,27,10.0,8.0,27.0,33.0
5,length8_neutral,2,26,8,2,30,61.0,98.0,9.0,73.0
5,length8_neutral,2,27,8,6,40,62.0,72.0,16.0,4.0
5,length8_neutral,2,28,8,8,14,63.0,79.0,32.0,8.0
5,length8_neutral,2,29,8,7,23,92.0,8.0,20.0,75.0
5,length8_neutral,2,30,8,1,24,94.0,62.0,84.0,37.0
5,length8_neutral,2,31,8,1,26,94.0,87.0,24.0,12.0
5,length8_neutral,2,32,8,8,39,45.0,80.0,19.0,64.0
5,length8_neutral,2,33,8,8,28,77.0,66.0,91.0,36.0
5,length8_neutral,2,34,8,5,7,28.0,62.0,65.0,57.0
5,length8_neutral,2,35,8,8,37,7.0,39.0,73.0,35.0
5,length8_neutral,2,36,8,5,17,5.0,75.0,64.0,20.0
5,length8_neutral,2,37,8,6,5,2.0,49.0,12.0,5.0
5,length8_neutral,2,38,8,1,19,95.0,10.0,64.0,84.0
5,length8_neutral,2,39,8,1,29,93.0,5.0,57.0,61.0
5,length8_neutral,2,40,8,3,33,83.0,52.0,96.0,53.0
5,length8_plentiful,3,1,8,5,20,50.0,44.0,45.0,43.0
5,length8_plentiful,3,2,8,3,35,51.0,62.0,93.0,33.0
5,length8_plentiful,3,3,8,4,10,27.0,36.0,79.0,81.0
5,length8_plentiful,3,4,8,4,4,79.0,40.0,37.0,95.0
5,length8_plentiful,3,5,8,6,22,80.0,66.0,70.0,84.0
5,length8_plentiful,3,6,8,6,1,57.0,72.0,63.0,58.0
5,length8_plentiful,3,7,8,5,25,80.0,73.0,61.0,77.0
5,length8_plentiful,3,8,8,6,38,88.0,75.0,80.0,82.0
5,length8_plentiful,3,9,8,4,16,31.0,89.0,67.0,86.0
5,length8_plentiful,3,10,8,1,8,84.0,32.0,59.0,89.0
5,length8_plentiful,3,11,8,2,21,78.0,97.0,53.0,55.0
5,length8_plentiful,3,12,8,5,36,30.0,52.0,54.0,60.0
5,length8_plentiful,3,13,8,4,2,69.0,85.0,44.0,93.0
5,length8_plentiful,3,14,8,8,13,49.0,57.0,62.0,73.0
5,length8_plentiful,3,15,8,8,18,82.0,86.0,52.0,87.0
5,length8_plentiful,3,16,8,1,34,94.0,51.0,79.0,78.0
5,length8_plentiful,3,17,8,1,9,93.0,94.0,26.0,54.0
5,length8_plentiful,3,18,8,8,32,91.0,35.0,56.0,87.0
5,length8_plentiful,3,19,8,6,6,71.0,80.0,36.0,31.0
5,length8_plentiful,3,20,8,4,11,70.0,63.0,53.0,91.0
5,length8_plentiful,3,21,8,8,3,82.0,80.0,18.0,56.0
5,length8_plentiful,3,22,8,8,31,75.0,35.0,79.0,89.0
5,length8_plentiful,3,23,8,4,15,68.0,38.0,35.0,69.0
5,length8_plentiful,3,24,8,3,12,43.0,66.0,74.0,80.0
